Date,CountrySubArea,CountrySubAreaUnit,Quantity
2016 09,Central,Shandong,28660
2016 10,Central,Shandong,28840
2016 11,Central,Shandong,29530
2016 12,Central,Shandong,28810
2016 13,Central,Shandong,30660
2016 14,Central,Shandong,30890
2016 15,Central,Shandong,30870
2016 16,Central,Shandong,30860
2016 17,Central,Shandong,29360
2016 18,Central,Shandong,28510
2016 19,Central,Shandong,28480
2016 20,Central,Shandong,28590
2016 21,Central,Shandong,28950
2016 22,Central,Shandong,28650
2016 23,Central,Shandong,28630
2016 24,Central,Shandong,29220
2016 25,Central,Shandong,27940
2016 26,Central,Shandong,29090
2016 27,Central,Shandong,30420
2016 28,Central,Shandong,31410
2016 29,Central,Shandong,33540
2016 30,Central,Shandong,34500
2016 31,Central,Shandong,35190
2016 32,Central,Shandong,35090
2016 33,Central,Shandong,35550
2016 34,Central,Shandong,34720
2016 35,Central,Shandong,33360
2016 36,Central,Shandong,32920
2016 37,Central,Shandong,31000
2016 38,Central,Shandong,29780
2016 39,Central,Shandong,29850
2016 40,Central,Shandong,30320
2016 41,Central,Shandong,30370
2016 42,Central,Shandong,31370
2016 43,Central,Shandong,31370
2016 44,Central,Shandong,30840
2016 45,Central,Shandong,30460
2016 46,Central,Shandong,30350
2016 47,Central,Shandong,30230
2016 48,Central,Shandong,30490
2016 49,Central,Shandong,31880
2016 50,Central,Shandong,31480
2016 51,Central,Shandong,32060
2016 52,Central,Shandong,33090
2017 01,Central,Shandong,33260
2017 02,Central,Shandong,33030
2017 03,Central,Shandong,34030
2017 04,Central,Shandong,34410
2017 05,Central,Shandong,36470
2017 06,Central,Shandong,38210
2017 07,Central,Shandong,37700
2017 08,Central,Shandong,37420
2017 09,Central,Shandong,37970
2017 10,Central,Shandong,38760
2017 11,Central,Shandong,39460
2017 12,Central,Shandong,40670
2017 13,Central,Shandong,41650
2017 14,Central,Shandong,42620
2017 15,Central,Shandong,41860
2017 16,Central,Shandong,42510
2017 17,Central,Shandong,42430
2017 18,Central,Shandong,43830
2017 19,Central,Shandong,43440
2017 20,Central,Shandong,44500
2017 21,Central,Shandong,44620
2017 22,Central,Shandong,45170
2017 23,Central,Shandong,45110
2017 24,Central,Shandong,45630
2017 25,Central,Shandong,46750
2017 26,Central,Shandong,45100
2017 27,Central,Shandong,44310
2017 28,Central,Shandong,43310
2017 29,Central,Shandong,44350
2017 30,Central,Shandong,43380
2017 31,Central,Shandong,43640
2017 32,Central,Shandong,43490
2017 33,Central,Shandong,43460
2017 34,Central,Shandong,43180
2017 35,Central,Shandong,42310
2017 36,Central,Shandong,41490
2017 37,Central,Shandong,41010
2017 38,Central,Shandong,40070
2017 39,Central,Shandong,39750
2017 40,Central,Shandong,39870
2017 41,Central,Shandong,39870
2017 42,Central,Shandong,40590
2017 43,Central,Shandong,40340
2017 44,Central,Shandong,40960
2017 45,Central,Shandong,41820
2017 46,Central,Shandong,42970
2017 47,Central,Shandong,41980
2017 48,Central,Shandong,42990
2017 49,Central,Shandong,43850
2017 50,Central,Shandong,43520
2017 51,Central,Shandong,43920
2017 52,Central,Shandong,43890
2018 01,Central,Shandong,45750
2018 02,Central,Shandong,47400
2018 03,Central,Shandong,46410
2018 04,Central,Shandong,46320
2018 05,Central,Shandong,46560
2018 06,Central,Shandong,46580
2018 07,Central,Shandong,48550
2018 08,Central,Shandong,48550
2018 09,Central,Shandong,48970
2018 10,Central,Shandong,49590
2018 11,Central,Shandong,49450
2018 12,Central,Shandong,50310
2018 13,Central,Shandong,50150
2018 14,Central,Shandong,50660
2018 15,Central,Shandong,50660
2018 16,Central,Shandong,50440
2018 17,Central,Shandong,49660
2018 18,Central,Shandong,51140
2018 19,Central,Shandong,50070
2018 20,Central,Shandong,50070
2018 21,Central,Shandong,50770
2018 22,Central,Shandong,50750
2018 23,Central,Shandong,51230
2018 24,Central,Shandong,50980
2018 25,Central,Shandong,51820
2018 26,Central,Shandong,51980
2018 27,Central,Shandong,52000
2018 28,Central,Shandong,51400
2018 29,Central,Shandong,51360
2018 30,Central,Shandong,51370
2018 31,Central,Shandong,52320
2018 32,Central,Shandong,51430
2018 33,Central,Shandong,51430
2018 34,Central,Shandong,48230
2018 35,Central,Shandong,48230
2018 36,Central,Shandong,48130
2018 37,Central,Shandong,48420
2018 38,Central,Shandong,48170
2018 39,Central,Shandong,47040
2018 40,Central,Shandong,47040
2018 41,Central,Shandong,45220
2018 42,Central,Shandong,45220
2018 43,Central,Shandong,45020
2018 44,Central,Shandong,44100
2018 45,Central,Shandong,42320
2018 46,Central,Shandong,42270
2018 47,Central,Shandong,41800
2018 48,Central,Shandong,41800
2018 49,Central,Shandong,40410
2018 50,Central,Shandong,40130
2018 51,Central,Shandong,40400
2018 52,Central,Shandong,41240
2019 01,Central,Shandong,41140
2019 02,Central,Shandong,41190
2019 03,Central,Shandong,42640
2019 04,Central,Shandong,42120
2019 05,Central,Shandong,41870
2019 06,Central,Shandong,44240
2019 07,Central,Shandong,44240
2019 08,Central,Shandong,45010
2019 09,Central,Shandong,46850
2019 10,Central,Shandong,46350
2019 11,Central,Shandong,45800
2019 12,Central,Shandong,45710
2019 13,Central,Shandong,45840
2019 14,Central,Shandong,46100
2019 15,Central,Shandong,45770
2019 16,Central,Shandong,45250
2019 17,Central,Shandong,44560
2019 18,Central,Shandong,43670
2019 19,Central,Shandong,42660
2019 20,Central,Shandong,42470
2019 21,Central,Shandong,41100
2019 22,Central,Shandong,40020
2019 23,Central,Shandong,38300
2019 24,Central,Shandong,36760
2019 25,Central,Shandong,36860
2019 26,Central,Shandong,37080
2019 27,Central,Shandong,36660
2019 28,Central,Shandong,36610
2019 29,Central,Shandong,36360
2019 30,Central,Shandong,36150
2019 31,Central,Shandong,35620
2019 32,Central,Shandong,35990
2019 33,Central,Shandong,34310
2019 34,Central,Shandong,35610
2019 35,Central,Shandong,35460
2019 36,Central,Shandong,35860
2019 37,Central,Shandong,35470
2019 38,Central,Shandong,36720
2019 39,Central,Shandong,37360
2019 40,Central,Shandong,39200
2019 41,Central,Shandong,39200
2019 42,Central,Shandong,38370
2019 43,Central,Shandong,38730
2019 44,Central,Shandong,39570
2019 45,Central,Shandong,39150
2019 46,Central,Shandong,39250
2019 47,Central,Shandong,39580
2019 48,Central,Shandong,39340
2019 49,Central,Shandong,39770
2019 50,Central,Shandong,38180
2019 51,Central,Shandong,39380
2019 52,Central,Shandong,39410
2020 01,Central,Shandong,38540
2020 02,Central,Shandong,38160
2020 03,Central,Shandong,37760
2020 04,Central,Shandong,36990
2020 05,Central,Shandong,37240
2020 06,Central,Shandong,37240
2020 07,Central,Shandong,36380
2020 08,Central,Shandong,36380
2020 09,Central,Shandong,35860
2020 10,Central,Shandong,35820
2020 11,Central,Shandong,36970
2020 12,Central,Shandong,36250
2020 13,Central,Shandong,35220
2020 14,Central,Shandong,35730
2020 15,Central,Shandong,34840
2020 16,Central,Shandong,34590
2020 17,Central,Shandong,33510
2020 18,Central,Shandong,32180
2020 19,Central,Shandong,31040
2020 20,Central,Shandong,30430
2020 21,Central,Shandong,28840
2020 22,Central,Shandong,28690
2020 23,Central,Shandong,28230
2020 24,Central,Shandong,27930
2020 25,Central,Shandong,27320
2020 26,Central,Shandong,28770
2020 27,Central,Shandong,29390
2020 28,Central,Shandong,30040
2020 29,Central,Shandong,31490
2020 30,Central,Shandong,31900
2020 31,Central,Shandong,31690
2020 32,Central,Shandong,31850
2020 33,Central,Shandong,31980
2020 34,Central,Shandong,32560
2020 35,Central,Shandong,33700
2020 36,Central,Shandong,33340
2020 37,Central,Shandong,33510
2020 38,Central,Shandong,34170
2020 39,Central,Shandong,34030
2020 40,Central,Shandong,34030
2020 41,Central,Shandong,35760
2020 42,Central,Shandong,35760
2020 43,Central,Shandong,39160
2020 44,Central,Shandong,40490
2020 45,Central,Shandong,40650
2020 46,Central,Shandong,40170
2020 47,Central,Shandong,39880
2020 48,Central,Shandong,40270
2020 49,Central,Shandong,39350
2020 50,Central,Shandong,37410
2020 51,Central,Shandong,38900
2020 52,Central,Shandong,37870
2020 53,Central,Shandong,38770
2021 01,Central,Shandong,37870
2021 02,Central,Shandong,38660
2021 03,Central,Shandong,39310
2021 04,Central,Shandong,38880
2021 05,Central,Shandong,38670
2021 06,Central,Shandong,39110
2021 07,Central,Shandong,39110
2021 08,Central,Shandong,39860
2021 09,Central,Shandong,40500
2021 10,Central,Shandong,41270
2021 11,Central,Shandong,40690
2021 12,Central,Shandong,39940
2021 13,Central,Shandong,40860
2021 14,Central,Shandong,41560
2021 15,Central,Shandong,41720
2021 16,Central,Shandong,42610
2021 17,Central,Shandong,41490
2021 18,Central,Shandong,40940
2021 19,Central,Shandong,39670
2021 20,Central,Shandong,38690
2021 21,Central,Shandong,38660
2021 22,Central,Shandong,38750
2021 23,Central,Shandong,39750
2021 24,Central,Shandong,39380
2021 25,Central,Shandong,39910
2021 26,Central,Shandong,40600
2021 27,Central,Shandong,41990
2021 28,Central,Shandong,41990
2021 29,Central,Shandong,44160
2021 30,Central,Shandong,44420
2021 31,Central,Shandong,43540
2021 32,Central,Shandong,44190
2021 33,Central,Shandong,45670
2021 34,Central,Shandong,46040
2021 35,Central,Shandong,47000
2021 36,Central,Shandong,47470
2021 37,Central,Shandong,49250
2021 38,Central,Shandong,49930
2021 39,Central,Shandong,50970
2021 40,Central,Shandong,52140
2021 41,Central,Shandong,53890
2021 42,Central,Shandong,53790
2021 43,Central,Shandong,55820
2021 44,Central,Shandong,56270
2021 45,Central,Shandong,57150
2021 46,Central,Shandong,57720
2021 47,Central,Shandong,59590
2021 48,Central,Shandong,60890
2021 49,Central,Shandong,61690
2021 50,Central,Shandong,63070
2021 51,Central,Shandong,62750
2021 52,Central,Shandong,63820
2022 01,Central,Shandong,62850
2022 02,Central,Shandong,63380
2022 03,Central,Shandong,62690
2022 04,Central,Shandong,62100
2022 05,Central,Shandong,63180
2022 06,Central,Shandong,63810
2022 07,Central,Shandong,64010
2022 08,Central,Shandong,64030
2022 09,Central,Shandong,64490
2022 10,Central,Shandong,63430
2022 11,Central,Shandong,62700
2022 12,Central,Shandong,62720
2022 13,Central,Shandong,61530
2022 14,Central,Shandong,59400
2022 15,Central,Shandong,57350
2022 16,Central,Shandong,56980
2022 17,Central,Shandong,55650
2022 18,Central,Shandong,54680
2022 19,Central,Shandong,53220
2022 20,Central,Shandong,51450
2022 21,Central,Shandong,50650
2022 22,Central,Shandong,49270
2022 23,Central,Shandong,49130
2022 24,Central,Shandong,49220
2022 25,Central,Shandong,49310
2022 26,Central,Shandong,49760
2022 27,Central,Shandong,50020
2022 28,Central,Shandong,53050
2022 29,Central,Shandong,54360
2022 30,Central,Shandong,56350
2022 31,Central,Shandong,56900
2022 32,Central,Shandong,58730
2022 33,Central,Shandong,58640
2022 34,Central,Shandong,58920
2022 35,Central,Shandong,59480
2022 36,Central,Shandong,58440
2022 37,Central,Shandong,58810
2022 38,Central,Shandong,57150
2022 39,Central,Shandong,57090
2022 40,Central,Shandong,56960
2022 41,Central,Shandong,57830
2022 42,Central,Shandong,56850
2022 43,Central,Shandong,56300
2022 44,Central,Shandong,55860
2022 45,Central,Shandong,56820
2022 46,Central,Shandong,57790
2022 47,Central,Shandong,58320
2022 48,Central,Shandong,57650
2022 49,Central,Shandong,57500
2022 50,Central,Shandong,57200
2022 51,Central,Shandong,57090
2022 52,Central,Shandong,55930
2023 01,Central,Shandong,55960
2023 02,Central,Shandong,55660
2023 03,Central,Shandong,54720
2023 04,Central,Shandong,56870
2023 05,Central,Shandong,57770
2023 06,Central,Shandong,57110
2023 07,Central,Shandong,57710
2023 08,Central,Shandong,57250
2023 09,Central,Shandong,56470
2023 10,Central,Shandong,55840
2023 11,Central,Shandong,55990
2023 12,Central,Shandong,56030
2023 13,Central,Shandong,54020
2023 14,Central,Shandong,52290
2023 15,Central,Shandong,51910
2023 16,Central,Shandong,53230
2023 17,Central,Shandong,53124
2015 01,Central,Zhejiang,6110
2015 02,Central,Zhejiang,6220
2015 03,Central,Zhejiang,6170
2015 04,Central,Zhejiang,5930
2015 05,Central,Zhejiang,5930
2015 06,Central,Zhejiang,5740
2015 07,Central,Zhejiang,5540
2015 08,Central,Zhejiang,5410
2015 09,Central,Zhejiang,5410
2015 10,Central,Zhejiang,5490
2015 11,Central,Zhejiang,5830
2015 12,Central,Zhejiang,5660
2015 13,Central,Zhejiang,5760
2015 14,Central,Zhejiang,5360
2015 15,Central,Zhejiang,4950
2015 16,Central,Zhejiang,4990
2015 17,Central,Zhejiang,4920
2015 18,Central,Zhejiang,4320
2015 19,Central,Zhejiang,4150
2015 20,Central,Zhejiang,4020
2015 21,Central,Zhejiang,4890
2015 22,Central,Zhejiang,4860
2015 23,Central,Zhejiang,4660
2015 24,Central,Zhejiang,4800
2015 25,Central,Zhejiang,4850
2015 26,Central,Zhejiang,5230
2015 27,Central,Zhejiang,4970
2015 28,Central,Zhejiang,5000
2015 29,Central,Zhejiang,4940
2015 30,Central,Zhejiang,5120
2015 31,Central,Zhejiang,5090
2015 32,Central,Zhejiang,5060
2015 33,Central,Zhejiang,5070
2015 34,Central,Zhejiang,5710
2015 35,Central,Zhejiang,5540
2015 36,Central,Zhejiang,5840
2015 37,Central,Zhejiang,5650
2015 38,Central,Zhejiang,5890
2015 39,Central,Zhejiang,5260
2015 40,Central,Zhejiang,5590
2015 41,Central,Zhejiang,5590
2015 42,Central,Zhejiang,5240
2015 43,Central,Zhejiang,5130
2015 44,Central,Zhejiang,5070
2015 45,Central,Zhejiang,5780
2015 46,Central,Zhejiang,5230
2015 47,Central,Zhejiang,5270
2015 48,Central,Zhejiang,5290
2015 49,Central,Zhejiang,5120
2015 50,Central,Zhejiang,4980
2015 51,Central,Zhejiang,5140
2015 52,Central,Zhejiang,5510
2015 53,Central,Zhejiang,5460
2016 01,Central,Zhejiang,5440
2016 02,Central,Zhejiang,5400
2016 03,Central,Zhejiang,5290
2016 04,Central,Zhejiang,5150
2016 05,Central,Zhejiang,5500
2016 06,Central,Zhejiang,5290
2016 07,Central,Zhejiang,5430
2016 08,Central,Zhejiang,5440
2016 09,Central,Zhejiang,5400
2016 10,Central,Zhejiang,5020
2016 11,Central,Zhejiang,5080
2016 12,Central,Zhejiang,5230
2016 13,Central,Zhejiang,5090
2016 14,Central,Zhejiang,5050
2016 15,Central,Zhejiang,4960
2016 16,Central,Zhejiang,4980
2016 17,Central,Zhejiang,4990
2016 18,Central,Zhejiang,4940
2016 19,Central,Zhejiang,4950
2016 20,Central,Zhejiang,4930
2016 21,Central,Zhejiang,5060
2016 22,Central,Zhejiang,5030
2016 23,Central,Zhejiang,4970
2016 24,Central,Zhejiang,5170
2016 25,Central,Zhejiang,5820
2016 26,Central,Zhejiang,5950
2016 27,Central,Zhejiang,5500
2016 28,Central,Zhejiang,6160
2016 29,Central,Zhejiang,6410
2016 30,Central,Zhejiang,6430
2016 31,Central,Zhejiang,6340
2016 32,Central,Zhejiang,6280
2016 33,Central,Zhejiang,6180
2016 34,Central,Zhejiang,6410
2016 35,Central,Zhejiang,6480
2016 36,Central,Zhejiang,6470
2016 37,Central,Zhejiang,6390
2016 38,Central,Zhejiang,6630
2016 39,Central,Zhejiang,6330
2016 40,Central,Zhejiang,6360
2016 41,Central,Zhejiang,6550
2016 42,Central,Zhejiang,6680
2016 43,Central,Zhejiang,6680
2016 44,Central,Zhejiang,6690
2016 45,Central,Zhejiang,6450
2016 46,Central,Zhejiang,6550
2016 47,Central,Zhejiang,6810
2016 48,Central,Zhejiang,6770
2016 49,Central,Zhejiang,6610
2016 50,Central,Zhejiang,6580
2016 51,Central,Zhejiang,6700
2016 52,Central,Zhejiang,6550
2017 01,Central,Zhejiang,6860
2017 02,Central,Zhejiang,7020
2017 03,Central,Zhejiang,6890
2017 04,Central,Zhejiang,6950
2017 05,Central,Zhejiang,7060
2017 06,Central,Zhejiang,7020
2017 07,Central,Zhejiang,6880
2017 08,Central,Zhejiang,6620
2017 09,Central,Zhejiang,6630
2017 10,Central,Zhejiang,6790
2017 11,Central,Zhejiang,6390
2017 12,Central,Zhejiang,6550
2017 13,Central,Zhejiang,6710
2017 14,Central,Zhejiang,6710
2017 15,Central,Zhejiang,6930
2017 16,Central,Zhejiang,7030
2017 17,Central,Zhejiang,7010
2017 18,Central,Zhejiang,7000
2017 19,Central,Zhejiang,7020
2017 20,Central,Zhejiang,6970
2017 21,Central,Zhejiang,7090
2017 22,Central,Zhejiang,7270
2017 23,Central,Zhejiang,7500
2017 24,Central,Zhejiang,7490
2017 25,Central,Zhejiang,7810
2017 26,Central,Zhejiang,7780
2017 27,Central,Zhejiang,7760
2017 28,Central,Zhejiang,8230
2017 29,Central,Zhejiang,7830
2017 30,Central,Zhejiang,7800
2017 31,Central,Zhejiang,7470
2017 32,Central,Zhejiang,7360
2017 33,Central,Zhejiang,7480
2017 34,Central,Zhejiang,7300
2017 35,Central,Zhejiang,7360
2017 36,Central,Zhejiang,7550
2017 37,Central,Zhejiang,7820
2017 38,Central,Zhejiang,8000
2017 39,Central,Zhejiang,8050
2017 40,Central,Zhejiang,8000
2017 41,Central,Zhejiang,8000
2017 42,Central,Zhejiang,8130
2017 43,Central,Zhejiang,7950
2017 44,Central,Zhejiang,7980
2017 45,Central,Zhejiang,7840
2017 46,Central,Zhejiang,8080
2017 47,Central,Zhejiang,8110
2017 48,Central,Zhejiang,8190
2017 49,Central,Zhejiang,8080
2017 50,Central,Zhejiang,8490
2017 51,Central,Zhejiang,8620
2017 52,Central,Zhejiang,8520
2018 01,Central,Zhejiang,8620
2018 02,Central,Zhejiang,9000
2018 03,Central,Zhejiang,9100
2018 04,Central,Zhejiang,8860
2018 05,Central,Zhejiang,9100
2018 06,Central,Zhejiang,9100
2018 07,Central,Zhejiang,9170
2018 08,Central,Zhejiang,9170
2018 09,Central,Zhejiang,8840
2018 10,Central,Zhejiang,8980
2018 11,Central,Zhejiang,8530
2018 12,Central,Zhejiang,8680
2018 13,Central,Zhejiang,8760
2018 14,Central,Zhejiang,7790
2018 15,Central,Zhejiang,7790
2018 16,Central,Zhejiang,8460
2018 17,Central,Zhejiang,8570
2018 18,Central,Zhejiang,8750
2018 19,Central,Zhejiang,8560
2018 20,Central,Zhejiang,8560
2018 21,Central,Zhejiang,8480
2018 22,Central,Zhejiang,8940
2018 23,Central,Zhejiang,8620
2018 24,Central,Zhejiang,7870
2018 25,Central,Zhejiang,7890
2018 26,Central,Zhejiang,7850
2018 27,Central,Zhejiang,7690
2018 28,Central,Zhejiang,7800
2018 29,Central,Zhejiang,8090
2018 30,Central,Zhejiang,7800
2018 31,Central,Zhejiang,7770
2018 32,Central,Zhejiang,7820
2018 33,Central,Zhejiang,7820
2018 34,Central,Zhejiang,8010
2018 35,Central,Zhejiang,8010
2018 36,Central,Zhejiang,8020
2018 37,Central,Zhejiang,8330
2018 38,Central,Zhejiang,8210
2018 39,Central,Zhejiang,8060
2018 40,Central,Zhejiang,8060
2018 41,Central,Zhejiang,7940
2018 42,Central,Zhejiang,7940
2018 43,Central,Zhejiang,7870
2018 44,Central,Zhejiang,8240
2018 45,Central,Zhejiang,7990
2018 46,Central,Zhejiang,8120
2018 47,Central,Zhejiang,8550
2018 48,Central,Zhejiang,8550
2018 49,Central,Zhejiang,8170
2018 50,Central,Zhejiang,8280
2018 51,Central,Zhejiang,8470
2018 52,Central,Zhejiang,8710
2019 01,Central,Zhejiang,8830
2019 02,Central,Zhejiang,8820
2019 03,Central,Zhejiang,9060
2019 04,Central,Zhejiang,8990
2019 05,Central,Zhejiang,8940
2019 06,Central,Zhejiang,9070
2019 07,Central,Zhejiang,9070
2019 08,Central,Zhejiang,8800
2019 09,Central,Zhejiang,8510
2019 10,Central,Zhejiang,9080
2019 11,Central,Zhejiang,9020
2019 12,Central,Zhejiang,9000
2019 13,Central,Zhejiang,8880
2019 14,Central,Zhejiang,8850
2019 15,Central,Zhejiang,8130
2019 16,Central,Zhejiang,7740
2019 17,Central,Zhejiang,7390
2019 18,Central,Zhejiang,7520
2019 19,Central,Zhejiang,7260
2019 20,Central,Zhejiang,7380
2019 21,Central,Zhejiang,7320
2019 22,Central,Zhejiang,7220
2019 23,Central,Zhejiang,7110
2019 24,Central,Zhejiang,7060
2019 25,Central,Zhejiang,7200
2019 26,Central,Zhejiang,7470
2019 27,Central,Zhejiang,7860
2019 28,Central,Zhejiang,8230
2019 29,Central,Zhejiang,8410
2019 30,Central,Zhejiang,8100
2019 31,Central,Zhejiang,8500
2019 32,Central,Zhejiang,8450
2019 33,Central,Zhejiang,8790
2019 34,Central,Zhejiang,9250
2019 35,Central,Zhejiang,9580
2019 36,Central,Zhejiang,9410
2019 37,Central,Zhejiang,9670
2019 38,Central,Zhejiang,10220
2019 39,Central,Zhejiang,10160
2019 40,Central,Zhejiang,10570
2019 41,Central,Zhejiang,10570
2019 42,Central,Zhejiang,10280
2019 43,Central,Zhejiang,10120
2019 44,Central,Zhejiang,10200
2019 45,Central,Zhejiang,9980
2019 46,Central,Zhejiang,10520
2019 47,Central,Zhejiang,10500
2019 48,Central,Zhejiang,10740
2019 49,Central,Zhejiang,10240
2019 50,Central,Zhejiang,10070
2019 51,Central,Zhejiang,10290
2019 52,Central,Zhejiang,10120
2020 01,Central,Zhejiang,10030
2020 02,Central,Zhejiang,9880
2020 03,Central,Zhejiang,10490
2020 04,Central,Zhejiang,10480
2020 05,Central,Zhejiang,10100
2020 06,Central,Zhejiang,10100
2020 07,Central,Zhejiang,9840
2020 08,Central,Zhejiang,9840
2020 09,Central,Zhejiang,9720
2020 10,Central,Zhejiang,9610
2020 11,Central,Zhejiang,9230
2020 12,Central,Zhejiang,9420
2020 13,Central,Zhejiang,9330
2020 14,Central,Zhejiang,9180
2020 15,Central,Zhejiang,9210
2020 16,Central,Zhejiang,9310
2020 17,Central,Zhejiang,9530
2020 18,Central,Zhejiang,9470
2020 19,Central,Zhejiang,9470
2020 20,Central,Zhejiang,9860
2020 21,Central,Zhejiang,9780
2020 22,Central,Zhejiang,9920
2020 23,Central,Zhejiang,9460
2020 24,Central,Zhejiang,8870
2020 25,Central,Zhejiang,8310
2020 26,Central,Zhejiang,8400
2020 27,Central,Zhejiang,8480
2020 28,Central,Zhejiang,8090
2020 29,Central,Zhejiang,8040
2020 30,Central,Zhejiang,8050
2020 31,Central,Zhejiang,7840
2020 32,Central,Zhejiang,7620
2020 33,Central,Zhejiang,7970
2020 34,Central,Zhejiang,7920
2020 35,Central,Zhejiang,8160
2020 36,Central,Zhejiang,8080
2020 37,Central,Zhejiang,8010
2020 38,Central,Zhejiang,7780
2020 39,Central,Zhejiang,8230
2020 40,Central,Zhejiang,8230
2020 41,Central,Zhejiang,7950
2020 42,Central,Zhejiang,7950
2020 43,Central,Zhejiang,7600
2020 44,Central,Zhejiang,7330
2020 45,Central,Zhejiang,7050
2020 46,Central,Zhejiang,6860
2020 47,Central,Zhejiang,7160
2020 48,Central,Zhejiang,7290
2020 49,Central,Zhejiang,7590
2020 50,Central,Zhejiang,7900
2020 51,Central,Zhejiang,7830
2020 52,Central,Zhejiang,7870
2020 53,Central,Zhejiang,7710
2021 01,Central,Zhejiang,7950
2021 02,Central,Zhejiang,8140
2021 03,Central,Zhejiang,8130
2021 04,Central,Zhejiang,8140
2021 05,Central,Zhejiang,8150
2021 06,Central,Zhejiang,8300
2021 07,Central,Zhejiang,8300
2021 08,Central,Zhejiang,7650
2021 09,Central,Zhejiang,8330
2021 10,Central,Zhejiang,8480
2021 11,Central,Zhejiang,8330
2021 12,Central,Zhejiang,8530
2021 13,Central,Zhejiang,8900
2021 14,Central,Zhejiang,9300
2021 15,Central,Zhejiang,9630
2021 16,Central,Zhejiang,9580
2021 17,Central,Zhejiang,9310
2021 18,Central,Zhejiang,9180
2021 19,Central,Zhejiang,8630
2021 20,Central,Zhejiang,8260
2021 21,Central,Zhejiang,8380
2021 22,Central,Zhejiang,7920
2021 23,Central,Zhejiang,7320
2021 24,Central,Zhejiang,7060
2021 25,Central,Zhejiang,6730
2021 26,Central,Zhejiang,7070
2021 27,Central,Zhejiang,7320
2021 28,Central,Zhejiang,7450
2021 29,Central,Zhejiang,7980
2021 30,Central,Zhejiang,7980
2021 31,Central,Zhejiang,8270
2021 32,Central,Zhejiang,8460
2021 33,Central,Zhejiang,8770
2021 34,Central,Zhejiang,8330
2021 35,Central,Zhejiang,8260
2021 36,Central,Zhejiang,7930
2021 37,Central,Zhejiang,7710
2021 38,Central,Zhejiang,8080
2021 39,Central,Zhejiang,8130
2021 40,Central,Zhejiang,8030
2021 41,Central,Zhejiang,8270
2021 42,Central,Zhejiang,8090
2021 43,Central,Zhejiang,8370
2021 44,Central,Zhejiang,8340
2021 45,Central,Zhejiang,8870
2021 46,Central,Zhejiang,8620
2021 47,Central,Zhejiang,8760
2021 48,Central,Zhejiang,9370
2021 49,Central,Zhejiang,8980
2021 50,Central,Zhejiang,9050
2021 51,Central,Zhejiang,8790
2021 52,Central,Zhejiang,8530
2022 01,Central,Zhejiang,8710
2022 02,Central,Zhejiang,8290
2022 03,Central,Zhejiang,8670
2022 04,Central,Zhejiang,8500
2022 05,Central,Zhejiang,8260
2022 06,Central,Zhejiang,8190
2022 07,Central,Zhejiang,7680
2022 08,Central,Zhejiang,7370
2022 09,Central,Zhejiang,7550
2022 10,Central,Zhejiang,7320
2022 11,Central,Zhejiang,7510
2022 12,Central,Zhejiang,7450
2022 13,Central,Zhejiang,7600
2022 14,Central,Zhejiang,8090
2022 15,Central,Zhejiang,8530
2022 16,Central,Zhejiang,8030
2022 17,Central,Zhejiang,7870
2022 18,Central,Zhejiang,7590
2022 19,Central,Zhejiang,7340
2022 20,Central,Zhejiang,7030
2022 21,Central,Zhejiang,7550
2022 22,Central,Zhejiang,7350
2022 23,Central,Zhejiang,7550
2022 24,Central,Zhejiang,7520
2022 25,Central,Zhejiang,7890
2022 26,Central,Zhejiang,7730
2022 27,Central,Zhejiang,8140
2022 28,Central,Zhejiang,8120
2022 29,Central,Zhejiang,8260
2022 30,Central,Zhejiang,7840
2022 31,Central,Zhejiang,7960
2022 32,Central,Zhejiang,8000
2022 33,Central,Zhejiang,7950
2022 34,Central,Zhejiang,7900
2022 35,Central,Zhejiang,8290
2022 36,Central,Zhejiang,8490
2022 37,Central,Zhejiang,8200
2022 38,Central,Zhejiang,8040
2022 39,Central,Zhejiang,8040
2022 40,Central,Zhejiang,7520
2022 41,Central,Zhejiang,7900
2022 42,Central,Zhejiang,7690
2022 43,Central,Zhejiang,7810
2022 44,Central,Zhejiang,7400
2022 45,Central,Zhejiang,6850
2022 46,Central,Zhejiang,7320
2022 47,Central,Zhejiang,7340
2022 48,Central,Zhejiang,7130
2022 49,Central,Zhejiang,7020
2022 50,Central,Zhejiang,7380
2022 51,Central,Zhejiang,7000
2022 52,Central,Zhejiang,6880
2023 01,Central,Zhejiang,6350
2023 02,Central,Zhejiang,6180
2023 03,Central,Zhejiang,6330
2023 04,Central,Zhejiang,6270
2023 05,Central,Zhejiang,6680
2023 06,Central,Zhejiang,7060
2023 07,Central,Zhejiang,6880
2023 08,Central,Zhejiang,7520
2023 09,Central,Zhejiang,7730
2023 10,Central,Zhejiang,7420
2023 11,Central,Zhejiang,7000
2023 12,Central,Zhejiang,6880
2023 13,Central,Zhejiang,7020
2023 14,Central,Zhejiang,7090
2023 15,Central,Zhejiang,6470
2023 16,Central,Zhejiang,6300
2023 17,Central,Zhejiang,6276
