Date,Year,Month,Day,HIGH_x_log,LOW_x_log,OPEN_x_log,VOLUME_x_log,HIGH_y_log,LOW_y_log,OPEN_y_log,CLOSE_x_log,VOLUME_y_log,flows_daily_total_log,china_daily_import_log,row_daily_import_log,aus_daily_export_log,brazil_daily_export_log,row_daily_export_log,polarity_avg_daily_log,article_count_daily_log,stocks_daily_log,Sentiment__Non-neutral,flows_daily_total_log_cluster_high_activity,china_daily_import_log_cluster_high_activity,brazil_daily_export_log_cluster_active,row_daily_export_log_cluster_active
2015-01-12,2015,1,12,4.266475481513779,4.266475481513779,4.266475481513779,2.580216829592325,4.2456340097683265,4.234830879855301,4.2456340097683265,4.249780130512233,4.454347296253507,16.596492104714276,15.822736643436455,15.977937533786289,16.313776466733927,15.123327568932348,12.525883916592427,0.0,0.0,0.19118690511268513,0,1,1,1,1
2015-01-13,2015,1,13,4.2612704335380815,4.2612704335380815,4.2612704335380815,2.70805020110221,4.23374412010335,4.226103551734457,4.231567051028671,4.2437698090420275,3.9318256327243257,14.718858748922429,14.473364148757762,13.194142873045195,14.285546245446138,13.27556675153634,12.560321087893685,0.0,0.0,0.19118690511268513,0,0,0,1,1
2015-01-14,2015,1,14,4.256038151220088,4.256038151220088,4.256038151220088,2.8213788864092133,4.221711158142542,4.217299386280878,4.217299386280878,4.2381562642541795,2.772588722239781,13.952504680413906,13.721237700854681,12.374920458577199,13.952504680413906,0.0,0.0,0.0,0.0,0.19118690511268513,0,0,0,0,0
2015-01-15,2015,1,15,4.250778348063927,4.250778348063927,4.250778348063927,2.9231615807191558,4.238733464847405,4.21582445975981,4.21582445975981,4.249352017769341,4.394449154672439,14.805493685880931,14.44714125177071,13.60542535039578,14.410693357241463,13.61446968288299,11.001260655853354,0.0,0.0,0.19118690511268513,0,0,0,1,1
2015-01-16,2015,1,16,4.245490733029061,4.245490733029061,4.245490733029061,3.0155349008501706,4.232220669556607,4.22829253473184,4.231203744939298,4.248923721667427,2.995732273553991,14.591006756464637,14.028759600475237,13.747207721205733,14.415372049504809,12.765128276607033,0.0,0.0,0.0,0.19118690511268513,0,0,0,1,0
2015-01-17,2015,1,17,4.245490733029061,4.245490733029061,4.245490733029061,3.0155349008501706,4.232220669556607,4.22829253473184,4.231203744939298,4.248923721667427,2.995732273553991,14.680986618576764,14.506109304021733,12.851153902345265,14.30517924376926,13.110450702412715,12.430353557804125,0.0,0.0,0.19118690511268513,0,0,0,1,1
2015-01-18,2015,1,18,4.245490733029061,4.245490733029061,4.245490733029061,3.0155349008501706,4.232220669556607,4.22829253473184,4.231203744939298,4.248923721667427,2.995732273553991,14.805063408759148,14.175256333170637,14.044292014381645,14.527308680336175,12.877605160694085,12.472024854082775,0.0,0.0,0.19118690511268513,0,0,0,1,1
2015-01-19,2015,1,19,4.24017501043364,4.24017501043364,4.24017501043364,3.100092288878234,4.23410650459726,4.2227377769905,4.2227377769905,4.246063716857944,3.258096538021482,15.720168967195855,15.188619957491497,14.8341800338303,12.7009466672942,15.408889349008291,14.199895513368066,0.0,0.0,0.08027037406326938,0,0,0,1,1
2015-01-20,2015,1,20,4.234830879855301,4.234830879855301,4.234830879855301,3.1780538303479458,4.225665179549459,4.224641563169959,4.225665179549459,4.244056835450428,2.302585092994046,13.475098469710264,13.214002762623936,12.004527332701736,13.01486633878367,12.058737851357439,11.405768670302145,0.0,0.0,0.08027037406326938,0,0,0,1,1
2015-01-21,2015,1,21,4.229458036029275,4.229458036029275,4.229458036029275,3.250374491927572,4.215529213226812,4.20797082229696,4.20797082229696,4.234541192715384,3.9318256327243257,14.755752411592404,14.48679239315711,13.311093848165301,14.54043557397681,13.114382313272019,0.0,0.0,0.0,0.08027037406326938,0,0,0,1,0
2015-01-22,2015,1,22,4.224056168743758,4.224056168743758,4.224056168743758,3.3178157727231046,4.207673247529104,4.206184043977636,4.207673247529104,4.23410650459726,1.9459101490553132,13.99882229103852,13.806696483886807,12.254696814970861,13.77550781110233,12.390071960766656,0.0,-0.010152371464018007,0.6931471805599453,0.08027037406326938,1,0,0,1,0
2015-01-23,2015,1,23,4.218624962732438,4.218624962732438,4.218624962732438,3.380994674344636,4.2017030805426,4.191168746857641,4.2017030805426,4.229166788029546,5.834810737062605,14.566154259754978,14.23318942815089,13.304570244288314,14.230234831393057,13.239792572688813,10.648062510940319,0.0,0.0,0.08027037406326938,0,0,0,1,1
2015-01-24,2015,1,24,4.218624962732438,4.218624962732438,4.218624962732438,3.380994674344636,4.2017030805426,4.191168746857641,4.2017030805426,4.229166788029546,5.834810737062605,14.487264820125192,14.258554301625745,12.899792444612835,14.464118667664856,0.0,10.709809678907193,0.0,0.0,0.08027037406326938,0,0,0,0,1
2015-01-25,2015,1,25,4.218624962732438,4.218624962732438,4.218624962732438,3.380994674344636,4.2017030805426,4.191168746857641,4.2017030805426,4.229166788029546,5.834810737062605,14.416352226481282,14.119234040990573,13.057845577118746,14.063742343112645,13.076022012477114,11.07504164316956,0.0,0.0,0.08027037406326938,0,0,0,1,1
2015-01-26,2015,1,26,4.213164097564083,4.213164097564083,4.213164097564083,3.4404180948154366,4.168678699274804,4.150409786155049,4.168678699274804,4.229312422632585,3.4339872044851463,16.80732529794425,16.335310991583334,15.829838348826998,16.71086883404315,14.249995164339682,12.569520986633828,0.04879016416943201,1.0986122886681098,0.26662331369556674,1,1,1,1,1
2015-01-27,2015,1,27,4.207673247529104,4.207673247529104,4.207673247529104,3.4965075614664802,4.154184562578117,4.148674906767148,4.154184562578117,4.230476736546681,3.4339872044851463,14.580593506041629,14.196789579159606,13.437199749032654,14.171393015768805,12.92918631220759,12.642929447922063,0.0,0.0,0.26662331369556674,0,0,0,1,1
2015-01-28,2015,1,28,4.2021520815229785,4.2021520815229785,4.2021520815229785,3.5496173867804286,4.158101528024852,4.151039905898646,4.154184562578117,4.228000947034774,3.044522437723423,14.386807057140091,14.11192105638405,12.961114046331174,14.250880101132712,12.323980117888434,0.0,0.0,0.0,0.26662331369556674,0,0,0,1,0
2015-01-29,2015,1,29,4.196600262926448,4.196600262926448,4.196600262926448,3.6000482404073204,4.1588830833596715,4.151826997635463,4.154969184038536,4.228584037430304,3.258096538021482,14.473270119749317,14.204276011134205,13.028722554847523,14.320422975535836,12.519506525524811,0.0,0.0,0.0,0.26662331369556674,0,0,0,1,0
2015-01-30,2015,1,30,4.191017449482361,4.191017449482361,4.191017449482361,3.648057459593681,4.152613470346076,4.151039905898646,4.152613470346076,4.222444564849416,2.3978952727983707,14.253069498363102,14.199847537487438,11.293304825907141,14.137913998700249,12.03457826277279,0.0,-0.6603573577369544,0.6931471805599453,0.26662331369556674,1,0,0,1,0
2015-01-31,2015,1,31,4.191017449482361,4.191017449482361,4.191017449482361,3.648057459593681,4.152613470346076,4.151039905898646,4.152613470346076,4.222444564849416,2.3978952727983707,14.735546966026472,14.296002236090686,13.70179699027955,14.515526828712337,13.113518934371747,0.0,0.0,0.0,0.26662331369556674,0,0,0,1,0
2015-02-01,2015,2,1,4.191017449482361,4.191017449482361,4.191017449482361,3.648057459593681,4.152613470346076,4.151039905898646,4.152613470346076,4.222444564849416,2.3978952727983707,14.745431027523066,14.372412538854183,13.578586666152217,14.32937107059269,13.323735644889084,12.433356083675294,0.0,0.0,0.26662331369556674,0,0,0,1,1
2015-02-02,2015,2,2,4.185403293169068,4.185403293169068,4.185403293169068,3.6938669956249757,4.138520924554929,4.136925009757219,4.136925009757219,4.142181891636261,2.302585092994046,16.73095915224257,16.39288843958488,15.482181419649379,16.648787387711113,14.191211749463047,0.0,0.0,1.3862943611198906,0.2094085131976134,0,1,1,1,0
2015-02-03,2015,2,3,4.179757440070231,4.179757440070231,4.179757440070231,3.7376696182833684,4.148990563335426,4.141228148120951,4.141228148120951,4.1588830833596715,5.170483995038151,14.336124851002053,14.173629331479258,12.438876160792686,14.320151284826272,0.0,10.191366155674489,0.0,0.0,0.2094085131976134,0,0,0,0,1
2015-02-04,2015,2,4,4.174079530240954,4.174079530240954,4.174079530240954,3.7796338173824005,4.147648334244412,4.138760092252486,4.143769445549624,4.160132302760104,4.966335035199676,14.441089175977545,14.134554080939575,13.109312722870573,14.241803790242727,12.537029701463277,10.990355411250652,0.0,0.0,0.2094085131976134,0,0,0,1,1
2015-02-05,2015,2,5,4.168369197570074,4.168369197570074,4.168369197570074,3.8199077165203406,4.146304301152812,4.136285930010272,4.146304301152812,4.142181891636261,4.709530201312334,14.53511921502029,14.37831608355897,12.604981062105086,14.418658869055932,12.063248782757528,10.866386889757354,0.0,0.0,0.2094085131976134,0,0,0,1,1
2015-02-06,2015,2,6,4.162626069638506,4.162626069638506,4.162626069638506,3.858622228701031,4.1470951276076295,4.128745988939433,4.133565275375382,4.152927886320998,3.713572066704308,13.935474924787014,13.505508912003005,12.884136459395501,13.838096442717214,0.0,11.558040302440913,0.0,0.0,0.2094085131976134,0,0,0,0,1
2015-02-07,2015,2,7,4.162626069638506,4.162626069638506,4.162626069638506,3.858622228701031,4.1470951276076295,4.128745988939433,4.133565275375382,4.152927886320998,3.713572066704308,14.428083442999561,14.02710486961963,13.320438883182037,14.1499663264509,12.52471908535192,12.060711123480575,0.0,0.0,0.2094085131976134,0,0,0,1,1
2015-02-08,2015,2,8,4.162626069638506,4.162626069638506,4.162626069638506,3.858622228701031,4.1470951276076295,4.128745988939433,4.133565275375382,4.152927886320998,3.713572066704308,14.556057007752356,14.30936821902149,13.035621448473947,14.498021802452497,0.0,11.680482730708869,0.0,0.0,0.2094085131976134,0,0,0,0,1
2015-02-09,2015,2,9,4.1568497675734974,4.1568497675734974,4.1568497675734974,3.8958936234982624,4.141546163706395,4.136765278106052,4.136765278106052,4.140432666414855,2.3978952727983707,16.36435358677929,16.328698748364044,13.012710946864482,16.328698748364044,0.0,13.012710946864482,0.0,0.0,0.1739701137048957,0,1,1,0,1
2015-02-10,2015,2,10,4.151039905898646,4.151039905898646,4.151039905898646,3.9318256327243257,4.143134726391533,4.142817215672879,4.143134726391533,4.147885329150131,2.3978952727983707,14.991285229843514,14.718885707629676,13.557691123791841,14.532588640598975,13.627583967878465,12.803644028012384,0.0,0.0,0.1739701137048957,0,0,0,1,1
2015-02-11,2015,2,11,4.150477317979448,4.150477317979448,4.150477317979448,3.8622323409251305,4.149069461911347,4.145671189387441,4.145829504910609,4.151984341668515,3.044522437723423,14.475724933496426,13.804943975747234,13.759700872651552,14.291472744073312,12.693566180773054,0.0,0.0,0.0,0.1739701137048957,0,0,0,1,0
2015-02-12,2015,2,12,4.149914413376911,4.149914413376911,4.149914413376911,3.7874311278424324,4.154969184038536,4.148517041110494,4.148517041110494,4.149148354262775,3.4339872044851463,14.624703695666263,14.010237276581442,13.846153292926784,14.209313837849516,13.472266531240788,10.897165956748598,0.05218575317057015,1.0986122886681098,0.1739701137048957,1,0,0,1,1
2015-02-13,2015,2,13,4.149351191734312,4.149351191734312,4.149351191734312,3.7065790312133373,4.1666652238017265,4.162314688661368,4.162781723775329,4.154969184038536,3.044522437723423,14.363828237962897,14.330101166671236,10.957575062331415,14.363828237962897,0.0,0.0,0.0,0.0,0.1739701137048957,0,0,0,0,0
2015-02-14,2015,2,14,4.149351191734312,4.149351191734312,4.149351191734312,3.7065790312133373,4.1666652238017265,4.162314688661368,4.162781723775329,4.154969184038536,3.044522437723423,14.291150837034508,13.687581723943444,13.49960609819059,14.177946687258537,12.013706813470414,8.8845628623439,0.0,0.0,0.1739701137048957,0,0,0,1,1
2015-02-15,2015,2,15,4.149351191734312,4.149351191734312,4.149351191734312,3.7065790312133373,4.1666652238017265,4.162314688661368,4.162781723775329,4.154969184038536,3.044522437723423,14.738831589269237,14.570522849439335,12.873904582205107,14.570522849439335,12.873904582205107,0.0,0.0,0.0,0.1739701137048957,0,0,0,1,0
2015-02-16,2015,2,16,4.148787652694321,4.148787652694321,4.148787652694321,3.6186102582673803,4.179757440070231,4.179757440070231,4.179757440070231,4.161847435323687,1.791759469228055,17.026313038755383,16.507714758389554,16.12156927553291,16.424625597942523,15.987001803163242,14.707756457533097,0.0,0.0,0.20777230237022265,0,1,1,1,1
2015-02-17,2015,2,17,4.148223795899004,4.148223795899004,4.148223795899004,3.522149992079818,4.175463613506893,4.175309921045206,4.175463613506893,4.1588830833596715,2.772588722239781,14.20041194870067,13.786646792548666,13.11819790786951,14.059043761888644,12.018122918256255,10.239654778360563,-0.09156719352549048,1.0986122886681098,0.20777230237022265,1,0,0,1,1
2015-02-18,2015,2,18,4.147659620989822,4.147659620989822,4.147659620989822,3.415382016654112,4.171151270461866,4.170842533194826,4.171151270461866,4.154969184038536,3.258096538021482,14.569465632956968,14.295669553353887,13.140319436135819,14.257837248021676,12.958322737751535,11.882512116889885,0.0,0.0,0.20777230237022265,0,0,0,1,1
2015-02-19,2015,2,19,4.1470951276076295,4.1470951276076295,4.1470951276076295,3.295836866004329,4.16682025054415,4.166355098198373,4.16682025054415,4.154969184038536,3.58351893845611,14.557855356815802,14.163731498202777,13.436168708340539,14.4115794277472,12.563351742431747,0.0,0.0,0.0,0.20777230237022265,0,0,0,1,0
2015-02-20,2015,2,20,4.146530315392671,4.146530315392671,4.146530315392671,3.1600353248452673,4.162470391269701,4.161847435323687,4.162470391269701,4.1588830833596715,3.828641396489095,14.425412930553575,14.303940152267893,12.257230946306496,14.149690764891103,12.907822714897387,10.596707180471698,0.0,0.0,0.20777230237022265,0,0,0,1,1
2015-02-21,2015,2,21,4.146530315392671,4.146530315392671,4.146530315392671,3.1600353248452673,4.162470391269701,4.161847435323687,4.162470391269701,4.1588830833596715,3.828641396489095,14.079722661816813,13.50856001376983,13.24761785971618,13.989639499242962,0.0,11.628006087952116,0.0,0.0,0.20777230237022265,0,0,0,0,1
2015-02-22,2015,2,22,4.146530315392671,4.146530315392671,4.146530315392671,3.1600353248452673,4.162470391269701,4.161847435323687,4.162470391269701,4.1588830833596715,3.828641396489095,14.710929508128304,14.374440699469323,13.458209397993203,14.202052478595673,13.262997982376959,12.901664879509314,0.0,0.0,0.20777230237022265,0,0,0,1,1
2015-02-23,2015,2,23,4.145965183984582,4.145965183984582,4.145965183984582,3.002849741322855,4.158101528024852,4.157319361383489,4.158101528024852,4.154969184038536,4.02535169073515,16.623461669022802,16.269130266897328,15.413999349142093,16.53002171910707,14.206669840641979,0.0,0.0,0.0,0.21874761762588998,0,1,1,1,0
2015-02-24,2015,2,24,4.145399733022385,4.145399733022385,4.145399733022385,2.816263785742443,4.1588830833596715,4.1588830833596715,4.1588830833596715,4.1568497675734974,3.9318256327243257,14.695541762667146,14.212886273652078,13.735450687893465,14.269274177972127,13.407842112289668,12.052640010347146,-0.012578782206860017,1.3862943611198906,0.21874761762588998,1,0,0,1,1
2015-02-25,2015,2,25,4.144833962144492,4.144833962144492,4.144833962144492,2.586689344097943,4.154498485041848,4.1470951276076295,4.154498485041848,4.154341536128396,3.9512437185814275,14.142128419328433,13.766455641801127,12.981131064664291,14.093056060541477,0.0,11.103248278501741,0.0,0.0,0.21874761762588998,0,0,0,0,1
2015-02-26,2015,2,26,4.144267870988702,4.144267870988702,4.144267870988702,2.2881963555419462,4.1666652238017265,4.157788734778635,4.157788734778635,4.153713494028934,4.454347296253507,14.374296896859073,13.939196232940976,13.33244594014229,14.023574765296638,12.632957008128843,12.258493131148928,0.0,0.0,0.21874761762588998,0,0,0,1,1
2015-02-27,2015,2,27,4.143701459192193,4.143701459192193,4.143701459192193,1.8607523407150068,4.162003210695915,4.162003210695915,4.162003210695915,4.153713494028934,1.6094379124341003,14.644443412097074,14.413529218118827,13.06550007719054,14.120999894769607,13.341237025643428,12.648347640005715,0.0,0.0,0.21874761762588998,0,0,0,1,1
2015-02-28,2015,2,28,4.143701459192193,4.143701459192193,4.143701459192193,1.8607523407150068,4.162003210695915,4.162003210695915,4.162003210695915,4.153713494028934,1.6094379124341003,14.692434949506024,14.502283833279925,12.9389317262836,14.476492098591885,12.753973041179012,11.702572061369137,0.18232155679395465,1.0986122886681098,0.21874761762588998,1,0,0,1,1
2015-03-01,2015,3,1,4.143701459192193,4.143701459192193,4.143701459192193,1.8607523407150068,4.162003210695915,4.162003210695915,4.162003210695915,4.153713494028934,1.6094379124341003,14.604388487149805,14.308270752479412,13.242984146439616,14.442891754495541,12.006602895311183,12.010024470295809,0.0,0.0,0.21874761762588998,0,0,0,1,1
2015-03-02,2015,3,2,4.143134726391533,4.143134726391533,4.143134726391533,1.0986122886681098,4.142340760490356,4.141546163706395,4.141546163706395,4.146146060785364,3.044522437723423,16.644134546077172,16.558644800929432,14.142336046832021,16.461438629453074,14.662198232225784,13.10974431084176,0.0,0.0,0.2199659366113134,0,1,1,1,1
2015-03-03,2015,3,3,4.139302752782317,4.139302752782317,4.139302752782317,3.2851984677992734,4.137404051682548,4.130515758526928,4.137004866015996,4.147569323459399,3.1570004211501135,14.6723667392812,14.118515531351548,13.817331711656756,14.169600110757692,13.512800523896772,12.165505472706778,0.0,0.0,0.2199659366113134,0,0,0,1,1
2015-03-04,2015,3,4,4.135456038647949,4.135456038647949,4.135456038647949,3.9205579078779835,4.132442850820759,4.119362325197389,4.132442850820759,4.121148764974151,3.258096538021482,13.942504944344542,13.587719340462364,12.734112697150753,13.6821227481741,12.469536305440966,0.0,-0.051293294387550536,0.6931471805599453,0.2199659366113134,1,0,0,1,0
2015-03-05,2015,3,5,4.131594470145053,4.131594470145053,4.131594470145053,4.305993734110575,4.098502572370764,4.084294226368599,4.098502572370764,4.109561528026961,3.58351893845611,14.70429265913826,14.461817224725753,13.168650541204064,14.492495693967422,12.040378090832649,12.593954042326237,0.0,1.3862943611198906,0.2199659366113134,0,0,0,1,1
2015-03-06,2015,3,6,4.127717932106292,4.127717932106292,4.127717932106292,4.583508689206912,4.0868162958013095,4.07278038430626,4.08260930600368,4.083115080270552,4.61512051684126,14.051330788383286,13.885472823969828,12.172929421768426,14.051330788383286,0.0,0.0,0.0,0.0,0.2199659366113134,0,0,0,0,0
2015-03-07,2015,3,7,4.127717932106292,4.127717932106292,4.127717932106292,4.583508689206912,4.0868162958013095,4.07278038430626,4.08260930600368,4.083115080270552,4.61512051684126,14.844446198923746,14.35359491482019,13.8974262756896,14.530900858922443,13.385673348396558,11.537504851638593,0.0,0.0,0.2199659366113134,0,0,0,1,1
2015-03-08,2015,3,8,4.127717932106292,4.127717932106292,4.127717932106292,4.583508689206912,4.0868162958013095,4.07278038430626,4.08260930600368,4.083115080270552,4.61512051684126,14.308352887244036,13.89502739046662,13.225280216715717,14.143143644863263,12.04730549283739,11.272707967371339,0.0,0.0,0.2199659366113134,0,0,0,1,1
2015-03-09,2015,3,9,4.123826308019762,4.123826308019762,4.123826308019762,4.800501979518061,4.080245637842599,4.065602093356446,4.080245637842599,4.091674333666222,3.828641396489095,16.653151803965734,16.46355459835938,14.896997460046911,16.511350557296815,14.246555754658164,13.485084546628725,0.0,0.0,0.2576686418824375,0,1,1,1,1
2015-03-10,2015,3,10,4.119919480007975,4.119919480007975,4.119919480007975,4.9787022469932465,4.060443010546419,4.051784947803305,4.060443010546419,4.078553876315777,6.226536669287466,14.453625064521068,14.076029360614145,13.296831399098316,14.11666387808524,13.101627197203205,10.85428121322248,-0.04691691978775162,0.6931471805599453,0.2576686418824375,1,0,0,1,1
2015-03-11,2015,3,11,4.115997328806442,4.115997328806442,4.115997328806442,5.1298987149230735,4.055257173514054,4.048300623720694,4.053522567701846,4.080752608702634,2.772588722239781,14.215436154604006,13.94773987513135,12.766672748868205,14.125156952653477,10.484309771889457,11.440596345104831,0.4054651081081644,0.6931471805599453,0.2576686418824375,1,0,0,1,1
2015-03-12,2015,3,12,4.112059733741819,4.112059733741819,4.112059733741819,5.261208707152442,4.069881090043726,4.063025878964673,4.069026754237811,4.0928434360958335,3.258096538021482,13.002900428233055,12.55566713259013,11.982935344196433,12.55566713259013,11.982935344196433,0.0,-0.22314355131420976,0.6931471805599453,0.2576686418824375,1,0,0,1,0
2015-03-13,2015,3,13,4.108106572709633,4.108106572709633,4.108106572709633,5.377260568888156,4.06009812349351,4.0578534536396855,4.06009812349351,4.081090446543684,2.772588722239781,13.624790903256029,13.223424029685297,12.517935072561324,13.624790903256029,0.0,0.0,0.0,0.6931471805599453,0.2576686418824375,0,0,0,0,0
2015-03-14,2015,3,14,4.108106572709633,4.108106572709633,4.108106572709633,5.377260568888156,4.06009812349351,4.0578534536396855,4.06009812349351,4.081090446543684,2.772588722239781,14.643430657698111,14.36072193180298,13.242067881413028,14.309089929381528,12.874673515297118,12.468765579056996,0.0,0.0,0.2576686418824375,0,0,0,1,1
2015-03-15,2015,3,15,4.108106572709633,4.108106572709633,4.108106572709633,5.377260568888156,4.06009812349351,4.0578534536396855,4.06009812349351,4.081090446543684,2.772588722239781,14.734194401660746,14.4251306548738,13.409433159444587,14.411571696459516,12.90173914992712,12.577729649320455,0.0800427076735364,0.6931471805599453,0.2576686418824375,1,0,0,1,1
2015-03-16,2015,3,16,4.104137722151566,4.104137722151566,4.104137722151566,5.4812339843533024,4.063197833225264,4.044804116661965,4.047776926405766,4.0873199472851365,3.713572066704308,16.72088800037346,16.41495343429792,15.387433683117772,16.44514677522412,15.297891217857503,0.0,-0.06453852113757118,0.6931471805599453,0.2212446066022787,1,1,1,1,0
2015-03-17,2015,3,17,4.100153057032275,4.100153057032275,4.100153057032275,5.575407831143926,4.067315889834181,4.053522567701846,4.067315889834181,4.087152091640596,4.770684624465665,14.696071532011832,14.550456258008731,12.69736304528454,14.548394317153715,11.370878073945757,12.406656620414022,0.0,0.0,0.2212446066022787,0,0,0,1,1
2015-03-18,2015,3,18,4.09615245081576,4.09615245081576,4.09615245081576,5.661471276584478,4.040416220196545,4.023564380161053,4.038655656361512,4.06474409244581,3.7376696182833684,14.83888920951449,14.510352287963991,13.566009295333167,14.344144650837558,13.897982276278372,0.0,0.0,0.0,0.2212446066022787,0,0,0,1,0
2015-03-19,2015,3,19,4.092135775441254,4.092135775441254,4.092135775441254,5.740711185889307,4.030516899475935,4.018183201256536,4.030516899475935,4.06009812349351,3.9318256327243257,14.831188836056963,14.357589941476707,13.856324075968605,14.575433502510386,13.25026260034596,10.913395249717485,0.051432173632270685,1.3862943611198906,0.2212446066022787,1,0,0,1,1
2015-03-20,2015,3,20,4.088102901298624,4.088102901298624,4.088102901298624,5.814130531825066,4.021594641857437,3.9849016508407185,4.021594641857437,4.059062748077461,2.772588722239781,14.446375955436709,14.075297705285434,13.275227116907587,14.002560361461244,13.172437665305283,11.904130939369342,0.0,0.6931471805599453,0.2212446066022787,0,0,0,1,1
2015-03-21,2015,3,21,4.088102901298624,4.088102901298624,4.088102901298624,5.814130531825066,4.021594641857437,3.9849016508407185,4.021594641857437,4.059062748077461,2.772588722239781,14.526264505211604,13.807138270974683,13.858439479514129,14.202464486498545,12.877707588242263,12.052640010347146,0.0,0.0,0.2212446066022787,0,0,0,1,1
2015-03-22,2015,3,22,4.088102901298624,4.088102901298624,4.088102901298624,5.814130531825066,4.021594641857437,3.9849016508407185,4.021594641857437,4.059062748077461,2.772588722239781,14.194711390499915,13.85975006166196,12.938163539344009,14.034364070607772,12.013706813470414,10.848725404466787,0.026723070140753463,1.0986122886681098,0.2212446066022787,1,0,0,1,1
2015-03-23,2015,3,23,4.084053697203278,4.084053697203278,4.084053697203278,5.882526210102272,4.012772908528289,3.9852734671677386,3.9982007016691985,4.007333185232471,4.394449154672439,16.769667696792446,16.273600738960592,15.830822475030294,16.506520093819123,14.849360912095452,14.3023220448282,-0.10536051565782631,1.0986122886681098,0.23470390080877,1,1,1,1,1
2015-03-24,2015,3,24,4.079988030370558,4.079988030370558,4.079988030370558,5.94654189446504,4.034240638152395,4.014579593753238,4.015301354881648,4.066116540765546,4.2626798770413155,14.45415797469312,14.105502144434267,13.231221766164978,14.151103007686464,12.425453125363843,12.413451077831,0.0,1.0986122886681098,0.23470390080877,0,0,0,1,1
