Exchange Date,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,RIC,Description,Interval,Currency,FriendlyName
2016-01-26,40.05,39.5,39.5,40.42,301,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-01-27,41.31,41.02,41.28,41.73,575,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-01-28,42.02,41.2,41.9,40.88,294,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-01-29,41.49,41.08,41.08,42,257,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-01,41.36,40.65,40.65,41.76,666,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-02,42.32,41.14,41.14,42.47,453,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-03,43.16,41.76,42.28,43.07,1623,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-04,44.08,43.7,43.7,43.71,1817,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-05,43.65,43.3,43.45,43.24,1394,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-08,,,,43.03,,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-09,,,,42.88,,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-10,,,,42.19,,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-11,41.75,41.75,41.75,41.64,1,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-12,,,,41.66,,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-15,44.79,43.01,43.01,44.75,736,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-16,44.77,44.42,44.5,44.27,443,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-17,44.5,44.25,44.5,44.47,119,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-18,45.5,44.58,44.75,45.35,440,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-19,46.17,45.35,45.35,46.18,1544,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-22,48.48,46.55,46.55,49.2,315,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-23,49.68,47.46,49.3,48.23,672,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-24,48.37,46.99,47.85,47.02,530,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-25,48.11,47.2,47.5,46.97,676,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-26,47.26,46.5,47.24,46.65,732,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-02-29,47.15,46.55,46.64,48.23,606,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-01,48.1,46.45,46.45,47.68,550,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-02,49.91,48.19,48.55,49.99,525,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-03,50.29,48.66,50.29,48.75,705,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-04,50.6,48.49,48.62,51.06,691,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-07,61.95,50.81,50.81,60.37,862,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-08,59.45,53.8,58.85,54.92,892,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-09,54.45,51.5,54.29,53.71,1308,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-10,55.79,54.3,54.79,52.65,1082,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-11,54.35,52,53.78,51.4,350,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-14,54.5,52,52.4,50.78,651,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-15,51.25,50,51.11,49.05,862,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-16,50.95,49.74,49.76,51.75,740,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-17,53.95,51.53,51.53,53.45,925,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-18,55.55,53,53.65,55.07,654,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-21,57.52,55.18,55.18,55.43,904,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-22,56,55,55.59,55,517,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-23,56.99,53.88,53.88,54.67,299,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-24,53.7,51.85,53.58,51.67,628,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-28,53.58,51.38,52.62,52,688,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-29,52.75,51.18,51.95,52,1303,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-30,52.7,51.71,52,51.77,726,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-03-31,52.18,51.5,51.68,52.12,308,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-01,51.9,50.7,51.02,51.8,379,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-04,51.2,51.2,51.2,52.05,15,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-05,52,50.4,52,51.18,452,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-06,50.8,50.32,50.5,50.85,257,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-07,51.62,50.85,50.85,51.37,308,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-08,51.17,50.99,50.99,51.12,30,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-11,53.2,51.5,51.8,53.87,731,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-12,57.25,53.9,54.2,57.25,386,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-13,57.6,56.25,57,57.6,810,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-14,58.3,55.85,58.1,55.9,396,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-15,56.5,54.9,56,55.45,365,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-18,58.35,56.35,56.85,58.27,748,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-19,59.7,58.29,58.4,59.57,445,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-20,62.4,60.35,61.5,62.78,1381,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-21,69.99,63.05,63.07,65.75,1018,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-22,65.8,62,63.2,61.65,1116,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-25,64.1,60,60,61.8,626,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-26,61.65,58.71,60.3,59.53,994,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-27,60.43,58.31,60.43,59,1099,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-28,62,58.44,58.95,61.92,721,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-04-29,64.42,61.91,62.16,64.02,138,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-03,60.62,57.65,60.62,58.55,1126,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-04,58.46,56.62,58.12,56.77,802,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-05,57.4,55.02,57.4,55.62,1092,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-06,55.84,54.5,55.11,55.58,955,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-09,56.34,50.37,55.62,51,1523,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-10,54.62,49.85,50.25,51.8,761,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-11,52.7,51.32,51.97,52.2,937,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-12,52.49,50.1,52.49,50.42,668,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-13,49.82,48.64,49,49.23,890,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-16,50.31,49.27,49.27,50.5,504,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-17,52.6,49.9,49.9,52.27,402,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-18,53.1,50.6,51.97,51.19,1090,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-19,51.15,49.77,50.9,50.36,286,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-20,51.7,50.43,50.54,50.94,199,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-23,50.97,47.7,50.97,47.8,729,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-24,48.34,47.47,47.94,48.4,580,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-25,48.67,46.9,48.67,47.03,398,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-26,47.65,46.81,47.19,47.5,534,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-27,48.52,46.43,47.86,49,765,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-30,48.1,46.39,46.39,47.75,420,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-05-31,48.53,47.6,48,47.3,258,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-01,45,44.48,44.85,44.47,669,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-02,45.2,43.98,44.33,44.92,611,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-03,45.3,45.02,45.28,45.18,217,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-06,47.5,45.94,45.97,47.87,1046,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-07,48.45,47.5,47.8,48.42,208,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-08,48.35,47.9,48.2,48.28,372,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-09,,,,48.64,,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-10,,,,48.8,,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-13,49.55,48.2,48.2,49.17,501,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-14,49.12,46.85,49.06,47.07,773,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-15,47.55,47.04,47.55,47.3,256,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-16,48.91,47.62,47.63,47.59,449,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-17,48.3,47.44,47.44,48.33,516,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-20,48.5,47.99,48.15,48.03,488,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-21,48.9,48.12,48.69,48.42,998,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-22,50.25,48.99,48.99,50.22,863,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-23,50.26,49.85,50.26,49.88,222,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-24,50.47,48.48,50.42,49.5,1082,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-27,52.55,49.91,49.91,52.18,973,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-28,52.66,50.97,52.38,52.5,756,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-29,52.47,51.5,52.01,51.63,459,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-06-30,53.24,51.98,51.98,53.17,808,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-01,51.67,50.38,51.54,50.95,1263,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-04,57.8,51.01,51.76,53.6,1633,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-05,54.32,51.25,54.12,52.88,2810,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-06,53.3,50.93,53.3,50.75,1314,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-07,52.5,50.36,51.12,51.95,1070,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-08,52.95,51.12,51.92,52.54,1314,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-11,53,51.88,52.49,52.62,660,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-12,55.38,52.83,52.83,54.77,1670,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-13,56.78,55.25,55.63,55.42,658,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-14,55.52,53.6,55.4,54.18,784,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-15,55.4,54.21,54.95,55.32,942,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-18,58.73,52.37,55.15,52.82,1412,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-19,53.05,51.65,52.68,52.44,532,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-20,53.1,52.25,52.28,52.97,623,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-21,55.1,52.12,52.5,55.02,894,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-22,54.71,52.96,54.7,53.55,418,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-25,55.38,53.33,53.33,54.67,1514,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-26,55.75,54.61,55.06,55.83,964,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-27,58,56.07,56.67,58.07,831,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-28,59.5,57.67,58.14,59.37,427,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-07-29,59.04,57,59.04,57.18,691,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-08-01,58.95,55.05,55.6,58.2,2283,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-08-02,59.15,57.42,58,58.3,2190,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-08-03,58.57,57.68,58.42,57.8,1533,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-08-04,57.81,56.35,57.78,56.87,2499,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
2016-08-05,59.38,56.89,57.26,59.26,2371,-1,SZZFc2,Singapore Exchange Derivatives TSI IronOre CFR China Index Full Session Commodity Future Continuation 2,daily,USD,SGX TSI Iron Ore - Second Month
