Date,HIGH_x,LOW_x,OPEN_x,CLOSE_x,VOLUME_x,HIGH_y,LOW_y,OPEN_y,VOLUME_y,Overall Sentiment,flows_daily_total,china_daily_import,row_daily_import,aus_daily_export,brazil_daily_export,row_daily_export,polarity_avg_daily,article_count_daily,stocks_daily
2016-08-19,60.5625,60.3875,60.4125,60.6,44.0,59.71,58.44,59.06,1033.0,Neutral,2261011.02,1377324.901,883686.119,2171313.02,89698.0,0.0,0.0,1,0.3721028571428571
2016-08-20,60.5625,60.3875,60.4125,60.6,44.0,59.71,58.44,59.06,1033.0,Neutral,1996362.208,1403392.672,592969.536,1336603.2079999999,659759.0,0.0,0.0,0,0.3721028571428571
2016-08-21,60.5625,60.3875,60.4125,60.6,44.0,59.71,58.44,59.06,1033.0,Neutral,1938984.654,1503530.932,435453.722,1496210.1099999999,282451.725,160322.819,0.0,0,0.3721028571428571
2016-08-22,60.75,60.75,60.75,60.75,25.0,59.96,59.45,59.5,672.0,Non-neutral,18720241.632,14163183.846,4557057.786,14094005.049,4237348.743,388887.84,-0.041666666666666685,6,0.2751171428571429
2016-08-23,61.29,60.9,60.9,61.04,40.0,61.2,60.29,60.5,918.0,Non-neutral,1829980.518,1575155.2619999999,254825.256,1296735.172,366550.38,166694.96600000001,0.05,2,0.2751171428571429
2016-08-24,61.025,60.8,60.83,60.93,33.0,60.95,60.37,60.95,782.0,Non-neutral,2571082.337,2267995.54,303086.797,2082427.9100000001,345828.38,142826.047,-0.075,1,0.2751171428571429
2016-08-25,60.76,60.7,60.76,60.73,26.0,60.75,58.4,60.75,1089.0,Non-neutral,2478984.967,1822814.495,656170.4720000001,1889384.967,589600.0,0.0,-0.0833333333333333,1,0.2751171428571429
2016-08-26,60.94,60.65,60.94,60.75,55.0,60.11,58.83,59.48,845.0,Neutral,2589386.576,2223161.072,366225.504,2415515.276,0.0,173871.3,0.0,1,0.2751171428571429
2016-08-27,60.94,60.65,60.94,60.75,55.0,60.11,58.83,59.48,845.0,Non-neutral,2469153.591,1470850.931,998302.66,1777847.157,421190.205,270116.229,0.0121212121212121,1,0.2751171428571429
2016-08-28,60.94,60.65,60.94,60.75,55.0,60.11,58.83,59.48,845.0,Neutral,2301433.622,1907362.901,394070.72099999996,1556271.362,502796.485,242365.77500000002,0.0,0,0.2751171428571429
2016-08-29,60.724999999999994,60.58,60.724999999999994,60.55,30.0,58.44,57.42,58.0,791.0,Non-neutral,18729486.522,15342917.139,3386569.383,16909961.139,1819525.383,0.0,-0.005050505050505087,6,0.2848914285714286
2016-08-30,60.51,60.51,60.51,60.38,5.0,58.19,56.35,57.9,1162.0,Neutral,1840682.623,1684096.072,156586.551,1321002.581,347007.63300000003,172672.409,0.0,2,0.2848914285714286
2016-08-31,59.305,58.730000000000004,58.730000000000004,60.43,133.0,57.88,56.58,57.84,177.0,Non-neutral,3518180.291,2763545.892,754634.399,2475917.768,989519.867,52742.656,-0.006250000000000026,4,0.2848914285714286
2016-09-01,58.1,56.95,56.95,58.02,261.0,56.5,54.71,55.24,1127.0,Non-neutral,1615986.621,1245029.858,370956.76300000004,1412059.9340000001,162250.0,41676.687,-0.28750000000000003,3,0.2848914285714286
2016-09-02,58.95,56.65,56.65,57.85,216.0,57.01,47.74,47.74,1323.0,Non-neutral,2042158.0729999999,1817521.948,224636.125,1868981.881,0.0,173176.192,0.3968253968253968,3,0.2848914285714286
2016-09-03,58.95,56.65,56.65,57.85,216.0,57.01,47.74,47.74,1323.0,Neutral,1861165.846,1251277.076,609888.77,1302367.442,391011.0,167787.40399999998,0.0,0,0.2848914285714286
2016-09-04,58.95,56.65,56.65,57.85,216.0,57.01,47.74,47.74,1323.0,Non-neutral,1714950.894,1168731.344,546219.55,1402511.205,0.0,312439.689,0.025,2,0.2848914285714286
2016-09-05,59.06,58.05,59.06,58.0,135.0,56.75,55.6,56.6,791.0,Non-neutral,17762661.207,11091757.239,6670903.968,9760033.944,6419472.632999999,1583154.63,0.07629464285714285,8,0.2805757142857143
2016-09-06,58.92,58.92,58.92,58.23,1.0,56.95,55.81,55.81,858.0,Non-neutral,1861301.832,1492879.051,368422.78099999996,1520381.023,340920.809,0.0,0.06666666666666667,3,0.2805757142857143
2016-09-07,59.34,57.4,58.3,57.15,386.0,56.67,54.96,56.1,2123.0,Non-neutral,2128193.784,1729497.123,398696.66099999996,1213614.509,346111.799,568467.476,0.03368055555555555,4,0.2805757142857143
2016-09-08,57.45,57.0,57.0,57.36,240.0,55.2,54.43,54.91,2354.0,Non-neutral,2752543.346,1734713.107,1017830.2390000001,1911851.1230000001,474001.162,366691.061,-0.14277777777777775,5,0.2805757142857143
2016-09-09,57.7,57.42,57.45,57.48,186.0,55.31,54.61,54.61,520.0,Neutral,2415066.521,1903058.899,512007.62200000003,1906119.628,343599.658,165347.235,0.0,0,0.2805757142857143
2016-09-10,57.7,57.42,57.45,57.48,186.0,55.31,54.61,54.61,520.0,Non-neutral,2509996.963,1658773.2110000001,851223.752,1990723.527,389674.0,129599.43600000002,-0.006944444444444434,6,0.2805757142857143
2016-09-11,57.7,57.42,57.45,57.48,186.0,55.31,54.61,54.61,520.0,Non-neutral,3358496.173,2755257.838,603238.3350000001,1783867.926,1334862.989,239765.258,-0.175,2,0.2805757142857143
2016-09-12,57.25,57.03,57.09,57.17,60.0,55.53,53.75,55.39,1352.0,Non-neutral,18495044.253,12468221.829,6026822.424000001,14510740.932,3089463.75,894839.571,0.027424242424242434,3,0.3198171428571429
2016-09-13,57.2,56.8,57.15,56.95,121.0,54.1,53.32,53.77,640.0,Non-neutral,1813930.941,1567255.075,246675.866,1762906.075,0.0,51024.866,-0.019047619047619056,5,0.3198171428571429
2016-09-14,57.042500000000004,56.662499999999994,57.004999999999995,56.93,136.0,54.06,53.65,53.76,1041.0,Non-neutral,2236367.764,1395216.7210000001,841151.0430000001,1398879.77,662977.0,174510.994,-0.11875000000000001,7,0.3198171428571429
2016-09-15,56.885000000000005,56.525,56.86,56.77,151.0,53.88,53.57,53.625,545.5,Non-neutral,2892944.614,2356053.726,536890.888,2158452.393,734492.221,0.0,0.06714015151515153,6,0.3198171428571429
2016-09-16,56.7275,56.3875,56.715,56.65,166.0,53.7,53.49,53.49,50.0,Non-neutral,2441959.039,1991114.037,450845.002,1923319.723,172005.0,346634.316,-0.015312500000000017,8,0.3198171428571429
2016-09-17,56.7275,56.3875,56.715,56.65,166.0,53.7,53.49,53.49,50.0,Non-neutral,2122791.009,1416179.458,706611.551,2044635.2349999999,0.0,78155.774,-0.05,2,0.3198171428571429
2016-09-18,56.7275,56.3875,56.715,56.65,166.0,53.7,53.49,53.49,50.0,Non-neutral,2425202.104,2000916.767,424285.337,1822850.144,436014.075,166337.885,0.048434601113172535,7,0.3198171428571429
2016-09-19,56.57,56.25,56.57,56.38,181.0,53.4,51.83,51.83,666.0,Non-neutral,21735155.304,13228214.472,8506940.832,17033015.34,3076225.974,1625913.9899999998,0.04090909090909088,5,0.2711571428571429
2016-09-20,57.13,56.95,56.95,56.95,136.0,54.5,53.41,53.55,1702.0,Non-neutral,2144069.157,1880047.206,264021.951,1490223.607,332838.358,321007.192,-0.056959175084175084,12,0.2711571428571429
2016-09-21,57.04,56.75,56.81,56.78,291.0,54.42,54.02,54.25,1590.0,Non-neutral,2940850.315,2243519.0470000003,697331.268,2243519.0470000003,623031.6680000001,74299.6,0.023181818181818182,11,0.2711571428571429
2016-09-22,56.985,56.84,56.870000000000005,57.0,158.0,56.23,54.45,54.5,1909.0,Non-neutral,2082535.77,1709546.424,372989.346,1635255.7380000001,0.0,447280.032,-0.05108815426997246,11,0.2711571428571429
2016-09-23,56.93,56.93,56.93,56.89,25.0,55.86,55.21,55.21,446.0,Non-neutral,2584888.643,2074611.011,510277.632,1981295.805,429321.0,174271.838,0.03006993006993006,13,0.2711571428571429
2016-09-24,56.93,56.93,56.93,56.89,25.0,55.86,55.21,55.21,446.0,Non-neutral,2088609.345,1229861.729,858747.616,1693178.841,369401.38300000003,26029.121,-0.009017406204906197,6,0.2711571428571429
2016-09-25,56.93,56.93,56.93,56.89,25.0,55.86,55.21,55.21,446.0,Non-neutral,3275301.05,2172847.627,1102453.423,2151952.491,949108.8030000001,174239.756,-0.10416666666666664,4,0.2711571428571429
2016-09-26,56.916666666666664,56.81666666666667,56.916666666666664,57.01,70.0,56.28,55.55,56.05,1488.0,Non-neutral,18253362.996,12144269.583,6109093.413,12789772.461,5463590.535,0.0,-0.005952380952380943,7,0.2908857142857143
2016-09-27,56.903333333333336,56.70333333333333,56.903333333333336,56.63,115.0,55.3,54.73,55.26,1004.0,Non-neutral,1653562.187,1419058.441,234503.746,1587253.754,0.0,66308.43299999999,-0.0625,1,0.2908857142857143
2016-09-28,56.89,56.59,56.89,56.72,160.0,55.41,55.0,55.22,797.0,Non-neutral,2792149.827,2259462.584,532687.243,2152759.981,519248.897,120140.949,-0.03750000000000002,8,0.2908857142857143
2016-09-29,56.78,56.63,56.78,56.73,127.5,56.54,55.48,55.48,1393.0,Non-neutral,2496665.484,2112994.97,383670.51399999997,1604085.277,721595.307,170984.90000000002,-0.04229166666666666,8,0.2908857142857143
2016-09-30,56.67,56.67,56.67,56.63,95.0,55.69,54.8,55.69,504.0,Non-neutral,2062856.3190000001,1495049.666,567806.653,1403192.291,346289.414,313374.614,-0.05520833333333333,6,0.2908857142857143
2016-10-01,56.67,56.67,56.67,56.63,95.0,55.69,54.8,55.69,504.0,Non-neutral,1438094.223,973778.99,464315.233,770391.972,0.0,667702.2509999999,0.04750000000000001,2,0.2908857142857143
2016-10-02,56.67,56.67,56.67,56.63,95.0,55.69,54.8,55.69,504.0,Non-neutral,2356365.372,1760413.0790000001,595952.293,1819334.193,496978.149,40053.03,-0.04166666666666665,2,0.2908857142857143
2016-10-03,58.19,58.19,58.19,55.07,48.0,56.685,53.745,56.685,253.5,Non-neutral,19144829.889,12799358.163,6345471.726,15174323.478,3577134.609,393371.802,0.06818181818181815,4,0.24698571428571428
2016-10-04,59.71,59.71,59.71,55.24,1.0,57.68,52.69,57.68,3.0,Non-neutral,2170232.497,1388131.984,782100.513,1490875.019,679357.478,0.0,0.0048717948717948755,13,0.24698571428571428
2016-10-05,59.9,56.82,58.15,55.16,6.0,57.94,53.11,54.02,84.0,Non-neutral,1753874.2149999999,1415100.984,338773.23099999997,1581871.443,172002.772,0.0,0.02147435897435895,13,0.24698571428571428
2016-10-06,57.575,55.89,56.555,55.09,11.0,54.0,52.96,53.2,150.0,Non-neutral,1945834.3,1442655.019,503179.281,1442655.019,503179.281,0.0,0.0022286355619688687,9,0.24698571428571428
2016-10-07,55.25,54.96,54.96,54.86,16.0,53.03,52.25,52.53,26.0,Non-neutral,2092313.079,1389050.286,703262.7930000001,1921058.079,171255.0,0.0,0.014404761904761875,10,0.24698571428571428
2016-10-08,55.25,54.96,54.96,54.86,16.0,53.03,52.25,52.53,26.0,Neutral,2098787.578,1838778.578,260009.0,1404733.696,517023.0,177030.882,0.0,0,0.24698571428571428
2016-10-09,55.25,54.96,54.96,54.86,16.0,53.03,52.25,52.53,26.0,Non-neutral,2928701.779,2121805.894,806895.885,2165466.01,763235.769,0.0,-0.10859374999999995,4,0.24698571428571428
2016-10-10,55.88,54.34,54.67,56.15,194.0,53.98,52.42,52.71,772.0,Non-neutral,15175232.406,12144503.088,3030729.318,10887461.019,2296326.375,1991445.0119999999,0.012414056531703573,17,0.23389714285714286
2016-10-11,56.2,55.75,55.85,56.23,394.0,55.3,54.08,54.08,649.0,Non-neutral,2043101.248,1350278.878,692822.37,1866888.941,176212.307,0.0,0.0794047619047619,10,0.23389714285714286
2016-10-12,56.46,56.0,56.46,56.13,242.0,55.5,54.48,54.79,1531.0,Non-neutral,2250767.059,2025352.536,225414.523,1487065.496,363568.0,400133.563,-0.037859461966604814,28,0.23389714285714286
2016-10-13,56.15,55.95,56.15,56.06,205.0,55.47,54.92,55.43,1457.0,Non-neutral,1722677.087,1632790.266,89886.821,1722677.087,0.0,0.0,-0.0984593837535014,17,0.23389714285714286
2016-10-14,57.18,56.45,56.45,56.72,978.0,56.78,54.86,54.86,1512.0,Non-neutral,2605025.465,2384854.405,220171.06,1903114.271,482726.69299999997,219184.501,-0.10778061224489797,7,0.23389714285714286
2016-10-15,57.18,56.45,56.45,56.72,978.0,56.78,54.86,54.86,1512.0,Non-neutral,2971325.835,1812833.348,1158492.487,2289609.917,336123.0,345592.918,0.10754924242424242,10,0.23389714285714286
2016-10-16,57.18,56.45,56.45,56.72,978.0,56.78,54.86,54.86,1512.0,Non-neutral,2432764.753,2054917.361,377847.392,2224340.942,168912.0,39511.811,-0.13,5,0.23389714285714286
2016-10-17,57.1,56.68,56.68,57.04,919.0,56.81,55.9,56.01,752.0,Non-neutral,18762981.03,12720360.087,6042620.943,12183527.313,5011007.175,1568446.542,-0.08,5,0.25568
2016-10-18,56.87,56.5,56.87,56.96,641.0,56.55,55.46,56.55,1552.0,Non-neutral,2009191.348,1348271.085,660920.263,1672506.348,336685.0,0.0,-0.013020833333333325,8,0.25568
2016-10-19,57.11,56.8,57.0,57.08,192.0,57.37,55.81,56.37,882.0,Non-neutral,1996206.56,1678159.791,318046.769,1502933.1840000001,430633.61,62639.766,-0.0040782828282828485,10,0.25568
2016-10-20,57.21,57.07,57.08,57.19,71.0,57.2,56.43,56.43,1676.0,Non-neutral,1867762.169,1371413.827,496348.342,1361676.102,506086.067,0.0,-0.0612878787878788,15,0.25568
2016-10-21,56.98,56.94,56.95,57.05,160.0,57.24,56.2,57.24,1352.0,Non-neutral,2291182.77,1991643.403,299539.36699999997,1719745.405,206974.258,364463.10699999996,0.028500000000000004,10,0.25568
2016-10-22,56.98,56.94,56.95,57.05,160.0,57.24,56.2,57.24,1352.0,Non-neutral,2702461.458,2394470.068,307991.39,2107059.694,422595.0,172806.764,0.07583333333333332,10,0.25568
2016-10-23,56.98,56.94,56.95,57.05,160.0,57.24,56.2,57.24,1352.0,Non-neutral,3263784.741,2047569.112,1216215.629,2055249.7179999999,816938.0,391597.02300000004,-0.134469696969697,6,0.25568
2016-10-24,57.45,57.45,57.45,57.2,2.0,57.69,56.4,56.5,1378.0,Non-neutral,22846340.682,17465849.01,5380491.672,20794044.618,2052296.064,0.0,0.047916666666666656,7,0.376
2016-10-25,57.45,57.35,57.35,57.5,150.0,60.5,57.65,57.85,2296.0,Non-neutral,2713432.377,2217741.236,495691.141,1927115.065,616924.84,169392.472,-0.12056818181818181,12,0.376
2016-10-26,57.63333333333333,57.486666666666665,57.56666666666667,57.74,155.33333333333334,60.77,59.28,60.01,3299.0,Non-neutral,2745852.416,2326494.5069999998,419357.909,1901283.606,844568.81,0.0,-0.04300595238095239,14,0.376
2016-10-27,57.81666666666667,57.623333333333335,57.78333333333333,57.87,160.66666666666666,60.45,59.5,60.04,1574.0,Non-neutral,2021084.1570000001,1724528.133,296556.024,1528810.738,268850.43799999997,223422.981,-0.06000992063492062,14,0.376
2016-10-28,58.0,57.76,58.0,57.87,166.0,62.0,59.4,59.97,1743.0,Non-neutral,1797066.955,1349648.8,447418.155,1625556.105,171510.84999999998,0.0,-0.0519986631016043,17,0.376
2016-10-29,58.0,57.76,58.0,57.87,166.0,62.0,59.4,59.97,1743.0,Non-neutral,3048296.799,2378536.839,669759.96,2028328.7920000001,800910.516,219057.49099999998,0.06944444444444443,3,0.376
2016-10-30,58.0,57.76,58.0,57.87,166.0,62.0,59.4,59.97,1743.0,Non-neutral,2061792.142,1687311.236,374480.90599999996,2061792.142,0.0,0.0,0.011268939393939324,8,0.376
2016-10-31,58.1,58.1,58.1,58.0,30.0,63.03,61.11,61.11,1011.0,Non-neutral,18185369.022,15779528.271,2405840.7509999997,12810300.498,5375068.524,0.0,-0.05809027777777778,8,0.28668285714285713
2016-11-01,63.82,62.19,62.55,63.52,609.0,62.54,60.83,61.52,2846.0,Non-neutral,2816745.161,1593962.581,1222782.58,1873779.392,564396.9029999999,378568.866,0.01390151515151516,10,0.28668285714285713
2016-11-02,63.87,62.6,63.87,62.38,319.0,62.6,60.85,61.97,1579.0,Non-neutral,1996516.685,1553635.705,442880.98,1588498.462,233026.0,174992.223,0.003362193362193344,7,0.28668285714285713
2016-11-03,63.6,62.92,63.1,63.67,371.0,62.15,60.92,61.33,1423.0,Non-neutral,2133617.484,1638769.639,494847.845,1431785.278,483044.0,218788.206,0.004663518299881922,11,0.28668285714285713
2016-11-04,64.3,63.25,64.01,63.43,296.0,63.06,61.8,62.62,1251.0,Non-neutral,1667556.548,1188606.571,478949.977,1300178.768,196313.0,171064.78,0.042870670995670976,14,0.28668285714285713
2016-11-05,64.3,63.25,64.01,63.43,296.0,63.06,61.8,62.62,1251.0,Non-neutral,2206100.56,1295533.473,910567.087,1770689.8,392201.0,43209.76,-0.03541666666666668,4,0.28668285714285713
2016-11-06,64.3,63.25,64.01,63.43,296.0,63.06,61.8,62.62,1251.0,Non-neutral,1229220.21,933852.568,295367.642,1011961.73,0.0,217258.47999999998,-0.05681818181818185,4,0.28668285714285713
2016-11-07,66.01,63.2,63.2,66.08,341.0,65.5,61.44,62.36,3885.0,Non-neutral,20215857.636,16022002.914,4193854.722,17144692.812,1503378.0,1567786.824,-0.0016532634032634067,20,0.3031428571428571
2016-11-08,66.0,65.11,66.0,65.79,181.0,65.9,63.56,64.43,4181.0,Non-neutral,2436717.745,2084536.582,352181.163,1722602.027,433981.96400000004,280133.754,-0.037840802987861806,17,0.3031428571428571
2016-11-09,69.39,66.25,66.25,69.58,141.0,69.0,64.34,64.36,2693.0,Non-neutral,2454394.418,1522054.458,932339.96,2047660.095,176669.231,230065.092,-0.02992724867724867,21,0.3031428571428571
2016-11-10,71.04,69.38,69.44,71.43,755.0,72.3,69.57,69.57,3666.0,Non-neutral,2052355.916,1271695.401,780660.515,1554110.468,426731.012,71514.436,-0.014479166666666668,16,0.3031428571428571
2016-11-11,73.69,72.24,72.24,77.12,546.0,77.51,71.99,72.72,2223.0,Non-neutral,1778609.243,1489294.706,289314.537,1408282.705,370326.538,0.0,0.15375,12,0.3031428571428571
2016-11-12,73.69,72.24,72.24,77.12,546.0,77.51,71.99,72.72,2223.0,Non-neutral,2712355.295,1995324.042,717031.253,2194686.684,391546.0,126122.611,0.003733766233766197,2,0.3031428571428571
2016-11-13,73.69,72.24,72.24,77.12,546.0,77.51,71.99,72.72,2223.0,Neutral,2547377.761,1735876.347,811501.414,1572957.021,974420.74,0.0,0.0,3,0.3031428571428571
2016-11-14,76.45,74.11,76.45,74.43,222.0,80.6,73.52,78.0,3883.0,Non-neutral,19508964.633,14715753.894,4793210.739,17927647.416,0.0,1581317.217,0.07573051948051947,14,0.3385485714285714
2016-11-15,74.89,70.05,74.84,70.0,268.0,76.4,67.62,75.29,2757.0,Non-neutral,2027022.128,1553911.357,473110.771,1593753.544,433268.584,0.0,-0.009864536048746568,19,0.3385485714285714
2016-11-16,71.25,69.33,70.56,70.54,182.0,70.27,67.0,68.5,2517.0,Non-neutral,2630019.662,2359292.488,270727.174,2108013.996,347611.33400000003,174394.332,0.009553571428571434,20,0.3385485714285714
2016-11-17,70.5,68.91,69.66,70.35,369.0,69.52,66.71,69.23,2566.0,Non-neutral,1661251.474,1418952.879,242298.59499999997,1586166.211,31860.171,43225.092,-0.03963818378591104,11,0.3385485714285714
2016-11-18,69.81,68.71,69.81,69.2,696.0,70.09,66.5,70.05,2969.0,Non-neutral,2537745.917,2135672.67,402073.247,1896888.892,364476.66500000004,276380.36,0.09166666666666666,17,0.3385485714285714
2016-11-19,69.81,68.71,69.81,69.2,696.0,70.09,66.5,70.05,2969.0,Non-neutral,2253529.3,1891991.88,361537.42,1631064.806,542985.074,79479.42,-0.2333333333333333,3,0.3385485714285714
2016-11-20,69.81,68.71,69.81,69.2,696.0,70.09,66.5,70.05,2969.0,Non-neutral,3415825.609,2094051.917,1321773.692,2694218.251,670044.75,51562.608,0.09166666666666665,2,0.3385485714285714
2016-11-21,69.54,69.17,69.2,68.88,60.0,67.75,65.3,66.75,2855.0,Non-neutral,12232153.125,9947924.739,2284228.386,12232153.125,0.0,0.0,0.052322078962703966,16,0.21476
2016-11-22,71.5,70.25,70.25,71.42,254.0,71.3,66.05,66.77,1012.0,Non-neutral,1896275.847,1271418.399,624857.448,1725283.169,170992.678,0.0,0.03927511882057336,22,0.21476
2016-11-23,72.15,71.38,71.38,72.12,164.5,72.16,70.8,71.4,961.0,Non-neutral,2544768.808,1860580.48,684188.328,1744324.98,626171.991,174271.837,0.020445526695526697,22,0.21476
2016-11-24,72.8,72.51,72.51,72.56,75.0,76.2,70.7,71.22,1692.0,Non-neutral,2327030.277,2327030.277,0.0,1816588.952,347127.597,163313.728,-0.018791666666666654,15,0.21476
2016-11-25,72.2,71.86,72.19,72.56,170.0,76.84,73.6,74.0,1464.0,Non-neutral,2098181.678,1305502.979,792678.699,1750744.342,170307.29200000002,177130.044,0.1140432098765432,18,0.21476
2016-11-26,72.2,71.86,72.19,72.56,170.0,76.84,73.6,74.0,1464.0,Non-neutral,2681019.816,1968357.93,712661.8859999999,2119124.9,385634.0,176260.916,0.07373737373737373,9,0.21476
2016-11-27,72.2,71.86,72.19,72.56,170.0,76.84,73.6,74.0,1464.0,Non-neutral,2573471.958,1636171.445,937300.513,1632497.221,605492.2860000001,335482.451,-0.1,4,0.21476
2016-11-28,72.75,72.75,72.75,72.65,4.0,78.11,74.98,76.0,1344.0,Non-neutral,23526361.494,18599039.955,4927321.539,16032029.436,7111145.484,383186.574,0.011071428571428543,12,0.4034085714285714
2016-11-29,72.36,72.34,72.36,72.53,50.0,77.37,72.2,76.6,973.0,Non-neutral,2470990.198,2351349.082,119641.116,2257887.5,0.0,213102.698,0.0239327279001192,23,0.4034085714285714
2016-11-30,74.425,71.205,71.43,72.25,351.5,72.26,68.0,72.02,480.0,Non-neutral,2625873.403,1495793.051,1130080.352,1360779.605,1110072.077,155021.721,0.02448454323454321,21,0.4034085714285714
2016-12-01,76.49,70.07,70.5,75.46,653.0,75.25,68.81,69.22,3213.0,Non-neutral,2280345.503,1626579.117,653766.3859999999,1573273.071,707072.432,0.0,-0.013220164609053496,18,0.4034085714285714
2016-12-02,75.27,70.85,74.5,74.2,523.0,74.07,69.32,73.26,3410.0,Non-neutral,2177621.821,1557826.243,619795.578,1386785.422,392234.0,398602.399,-0.005822018890200718,11,0.4034085714285714
2016-12-03,75.27,70.85,74.5,74.2,523.0,74.07,69.32,73.26,3410.0,Non-neutral,2085125.35,1851527.22,233598.13,1682624.35,402501.0,0.0,-0.040404040404040435,3,0.4034085714285714
2016-12-04,75.27,70.85,74.5,74.2,523.0,74.07,69.32,73.26,3410.0,Non-neutral,1952736.704,1461651.052,491085.652,1783323.817,0.0,169412.887,0.003333333333333349,10,0.4034085714285714
2016-12-05,76.73,72.8,73.5,76.16,415.0,75.2,71.22,71.3,3541.0,Non-neutral,23220476.622,16558542.567,6661934.055,17615430.792,4063460.598,1541585.2319999998,0.03744791666666667,12,0.34313714285714286
2016-12-06,76.89,75.26,76.89,76.32,632.0,75.79,73.68,75.05,3172.0,Non-neutral,2655651.278,2223554.035,432097.243,2076653.796,404521.48699999996,174475.995,0.04826388888888888,12,0.34313714285714286
2016-12-07,79.6,77.0,77.0,79.25,744.0,78.25,75.05,75.2,4414.0,Non-neutral,1714428.7719999999,1497924.848,216503.924,1497924.848,175368.456,41135.468,0.10822691197691196,21,0.34313714285714286
2016-12-08,79.05,77.53,78.25,79.4,263.0,77.5,75.62,77.5,1735.0,Non-neutral,2266877.539,1981691.013,285186.52599999995,1919065.913,347811.62600000005,0.0,0.00022916666666666433,20,0.34313714285714286
2016-12-09,79.26,76.65,77.29,78.66,506.0,77.74,74.0,77.44,3604.0,Non-neutral,2491209.531,2262329.104,228880.427,1910733.766,340670.0,239805.765,0.0611111111111111,9,0.34313714285714286
2016-12-10,79.26,76.65,77.29,78.66,506.0,77.74,74.0,77.44,3604.0,Non-neutral,3238003.706,2045963.36,1192040.346,2160029.351,1020287.0,57687.355,0.07317099567099564,10,0.34313714285714286
2016-12-11,79.26,76.65,77.29,78.66,506.0,77.74,74.0,77.44,3604.0,Non-neutral,2436914.62,2034223.939,402690.681,1826793.834,434197.216,175923.57,-0.05833333333333333,5,0.34313714285714286
2016-12-12,81.34,80.35,80.4,80.44,352.0,80.58,75.5,77.07,2312.0,Non-neutral,23297632.308000002,16390001.457,6907630.851,17132152.14,4672989.0,1492491.168,-0.00612486471861471,16,0.31071428571428567
2016-12-13,81.0,80.0,80.49,80.66,48.0,79.72,77.94,78.3,2047.0,Non-neutral,2088268.173,1395156.821,693111.352,1815353.388,220186.47,52728.315,0.054697953561589914,22,0.31071428571428567
2016-12-14,79.5,78.74,79.19,79.13,176.0,77.86,75.84,77.86,2834.0,Non-neutral,2167709.265,1707562.576,460146.689,2136281.686,0.0,31427.579,0.056723484848484836,24,0.31071428571428567
2016-12-15,80.1,80.1,80.1,80.32,11.0,78.47,76.0,76.5,1498.0,Non-neutral,2569855.7630000003,2367915.511,201940.252,1652328.759,429683.103,487843.901,-0.006482233044733048,24,0.31071428571428567
2016-12-16,79.69,79.69,79.69,79.7,25.0,78.02,76.0,76.62,2151.0,Non-neutral,1809800.009,982472.974,827327.0349999999,1262866.243,546933.7660000001,0.0,-0.013049580627705644,16,0.31071428571428567
2016-12-17,79.69,79.69,79.69,79.7,25.0,78.02,76.0,76.62,2151.0,Non-neutral,2067485.771,1600196.176,467289.595,1751256.409,290770.91,25458.452,0.03196969696969696,5,0.31071428571428567
2016-12-18,79.69,79.69,79.69,79.7,25.0,78.02,76.0,76.62,2151.0,Non-neutral,2415405.327,1465712.119,949693.208,1776095.602,462910.75899999996,176398.966,0.09064625850340136,7,0.31071428571428567
2016-12-19,79.53999999999999,79.295,79.345,78.58,57.5,78.0,73.8,78.0,1141.0,Non-neutral,27430975.143,24332589.324,3098385.819,23525969.832,3905005.311,0.0,0.08391268453768454,15,0.38607142857142857
2016-12-20,79.39,78.9,79.0,79.43,90.0,75.3,74.33,74.81,882.0,Non-neutral,1858686.575,1314476.224,544210.351,1079904.251,512334.527,266447.797,0.028124999999999983,12,0.38607142857142857
2016-12-21,79.364,78.97200000000001,79.052,79.92,78.0,76.3,74.04,74.86,1201.0,Non-neutral,2330020.257,1677707.525,652312.732,1798720.678,262293.221,269006.358,0.049067460317460315,12,0.38607142857142857
2016-12-22,79.33800000000001,79.04400000000001,79.104,78.77,66.0,76.2,72.8,76.1,2232.0,Non-neutral,2242858.919,1878827.661,364031.25800000003,1692872.176,476814.572,73172.171,0.07159090909090907,5,0.38607142857142857
2016-12-23,79.312,79.116,79.156,79.27,54.0,74.4,73.4,73.5,901.0,Non-neutral,1860727.095,1589770.837,270956.25800000003,1500821.173,0.0,359905.922,0.02290909090909091,15,0.38607142857142857
2016-12-24,79.312,79.116,79.156,79.27,54.0,74.4,73.4,73.5,901.0,Non-neutral,2558940.81,2385102.81,173838.0,2187982.81,370958.0,0.0,0.0208333333333333,2,0.38607142857142857
2016-12-25,79.312,79.116,79.156,79.27,54.0,74.4,73.4,73.5,901.0,Non-neutral,2648236.725,1822407.058,825829.667,1676143.381,584137.8740000001,387955.47,-0.032032828282828246,4,0.38607142857142857
2016-12-26,79.286,79.188,79.208,79.505,42.0,74.885,72.985,73.65,763.5,Non-neutral,19239502.302,14931514.755,4307987.547,18996815.529,0.0,242686.773,0.0052083333333333495,4,0.3886071428571429
2016-12-27,79.26,79.26,79.26,79.74,30.0,75.37,72.57,73.8,626.0,Non-neutral,2465657.032,2032674.6739999999,432982.358,2289959.979,0.0,175697.053,-0.006388888888888877,10,0.3886071428571429
